"Year","Multi_short","ODA","Share","full name","country"
"2019","African Development Fund",341.586385,"8%","African Development Fund","Japan"
"2019","ADF",313.001905,"7%","Asian Development Fund","Japan"
"2019","IDB, IIC and MIF",89.231112,"2%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Japan"
"2019","Other multilateral institutions",579.478474,"14%","Other multilateral institutions","Japan"
"2019","CGIAR Fund",0.756192,"0%","CGIAR Fund","Japan"
"2019","Gavi",0.159722,"0%","Global Alliance for Vaccines and Immunization","Japan"
"2019","GEF Fund",215.78521,"5%","Global Environment Facility Trust Fund","Japan"
"2019","Global Fund",345.372217,"8%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Japan"
"2020","UN agency, fund or commission",616.248218,"19%","United Nations (UN) agency, fund or commission","Japan"
"2020","CERF",0.254198,"0%","Central Emergency Response Fund","Japan"
"2020","FAO",33.539372,"1%","Food and Agricultural Organisation","Japan"
"2020","UNDP",86.008713,"3%","United Nations Development Programme","Japan"
"2020","UN Women",3.684335,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Japan"
"2020","UNEP",28.2276,"1%","United Nations Environment Programme","Japan"
"2020","UNFCCC",1.47429,"0%","United Nations Framework Convention on Climate Change","Japan"
"2020","UNOCHA",1.139512,"0%","United Nations Office of Co-ordination of Humanitarian Affairs","Japan"
"2020","UNFPA",16.444131,"0%","United Nations Population Fund","Japan"
"2020","WFP",3.778539,"0%","World Food Programme","Japan"
"2020","WHO - assessed contributions",31.337891,"1%","World Health Organisation - assessed contributions","Japan"
"2020","WHO - core voluntary contributions",77.742,"2%","World Health Organisation - core voluntary contributions account","Japan"
"2020","WB",1070.333753,"32%","World Bank Group (WB)","Japan"
"2020","IDA",880.551059,"27%","International Development Association","Japan"
"2020","MDRI",172.786696,"5%","International Development Association - Multilateral Debt Relief Initiative","Japan"
"2020","	
Regional Development Banks",504.172786,"15%","Regional Development Banks","Japan"
"2020","AfDB",44.106277,"1%","African Development Bank","Japan"
"2020","African Development Fund",145.41354,"4%","African Development Fund","Japan"
"2020","ADF",310.167147,"9%","Asian Development Fund","Japan"
"2020","IDB, IIC and MIF",4.485822,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Japan"
"2020","Other multilateral institutions",1103.883881,"34%","Other multilateral institutions","Japan"
"2020","CGIAR Fund",0.923081,"0%","CGIAR Fund","Japan"
"2020","Gavi",48.210125,"1%","Global Alliance for Vaccines and Immunization","Japan"
"2020","GEF Fund",213.830912,"6%","Global Environment Facility Trust Fund","Japan"
"2020","Global Fund",459.311011,"14%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Japan"
"2020","GCF",372.24744,"11%","Green Climate Fund","Japan"
"2021","UN agency, fund or commission",476.967015,"12%","United Nations (UN) agency, fund or commission","Japan"
"2021","CERF",0.129629,"0%","Central Emergency Response Fund","Japan"
"2021","FAO",35.348922,"1%","Food and Agricultural Organisation","Japan"
"2021","UNDP",16.798063,"0%","United Nations Development Programme","Japan"
"2021","UN Women",3.630066,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Japan"
"2021","UNEP",4.810916,"0%","United Nations Environment Programme","Japan"
"2021","UNFCCC",1.814114,"0%","United Nations Framework Convention on Climate Change","Japan"
"2021","UNOCHA",0.934008,"0%","United Nations Office of Co-ordination of Humanitarian Affairs","Japan"
"2021","UNFPA",16,"0%","United Nations Population Fund","Japan"
"2021","WFP",4.031311,"0%","World Food Programme","Japan"
"2021","WHO - assessed contributions",32.964449,"1%","World Health Organisation - assessed contributions","Japan"
"2021","WHO - core voluntary contributions",20.346883,"0%","World Health Organisation - core voluntary contributions account","Japan"
"2021","WB",1723.400937,"42%","World Bank Group (WB)","Japan"
"2021","IDA",1070.292706,"26%","International Development Association","Japan"
"2021","MDRI",193.725431,"5%","International Development Association - Multilateral Debt Relief Initiative","Japan"
"2021","	
Regional Development Banks",1110.570209,"27%","Regional Development Banks","Japan"
"2021","AfDB",44.492356,"1%","African Development Bank","Japan"
"2021","African Development Fund",826.094172,"20%","African Development Fund","Japan"
"2021","ADF",238.479071,"6%","Asian Development Fund","Japan"
"2021","IDB, IIC and MIF",1.50461,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Japan"
"2021","Other multilateral institutions",833.744942,"20%","Other multilateral institutions","Japan"
"2021","CGIAR Fund",0.410909,"0%","CGIAR Fund","Japan"
"2021","Gavi",50.122627,"1%","Global Alliance for Vaccines and Immunization","Japan"
"2021","GEF Fund",215.702655,"5%","Global Environment Facility Trust Fund","Japan"
"2021","Global Fund",183.134074,"4%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Japan"
"2021","GCF",375.505863,"9%","Green Climate Fund","Japan"
"2022","UN agency, fund or commission",631.798063,"20%","United Nations (UN) agency, fund or commission","Japan"
"2022","CERF",0.147826,"0%","Central Emergency Response Fund","Japan"
"2022","FAO",40.313025,"1%","Food and Agricultural Organisation","Japan"
"2022","UNDP",79.501048,"3%","United Nations Development Programme","Japan"
"2022","UN Women",5.401775,"0%","United Nations Entity for Gender Equality and the Empowerment of Women","Japan"
"2022","UNEP",34.256322,"1%","United Nations Environment Programme","Japan"
"2022","UNFCCC",2.04543,"0%","United Nations Framework Convention on Climate Change","Japan"
"2022","UNOCHA",1.121179,"0%","United Nations Office of Co-ordination of Humanitarian Affairs","Japan"
"2022","UNFPA",19.806507,"1%","United Nations Population Fund","Japan"
"2022","WFP",6.001972,"0%","World Food Programme","Japan"
"2022","WHO - assessed contributions",36.527803,"1%","World Health Organisation - assessed contributions","Japan"
"2022","WHO - core voluntary contributions",12.230406,"0%","World Health Organisation - core voluntary contributions account","Japan"
"2022","WB",1429.873423,"45%","World Bank Group (WB)","Japan"
"2022","IBRD",185.98341,"6%","International Bank for Reconstruction and Development","Japan"
"2022","IDA",1073.007311,"34%","International Development Association","Japan"
"2022","MDRI",69.835668,"2%","International Development Association - Multilateral Debt Relief Initiative","Japan"
"2022","	
Regional Development Banks",445.311661,"14%","Regional Development Banks","Japan"
"2022","AfDB",44.605203,"1%","African Development Bank","Japan"
"2022","African Development Fund",159.855244,"5%","African Development Fund","Japan"
"2022","ADF",239.08393,"8%","Asian Development Fund","Japan"
"2022","IDB, IIC and MIF",1.767284,"0%","Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund","Japan"
"2022","Other multilateral institutions",640.916634,"20%","Other multilateral institutions","Japan"
"2022","CGIAR Fund",0.476393,"0%","CGIAR Fund","Japan"
"2022","Gavi",36.011829,"1%","Global Alliance for Vaccines and Immunization","Japan"
"2022","Global Fund",215.471777,"7%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Japan"
"2022","GCF",376.458266,"12%","Green Climate Fund","Japan"
