"Year","Multi_short","ODA","Share","full name","country"
"2020","WHO - core voluntary contributions",9.784222,"1%","World Health Organisation - core voluntary contributions account","Australia"
"2018","WB",169.790874,"22%","World Bank Group (WB)","Australia"
"2019","WB",234.794488,"37%","World Bank Group (WB)","Australia"
"2020","WB",171.837377,"36%","World Bank Group (WB)","Australia"
"2021","WB",223.390287,"48%","World Bank Group (WB)","Australia"
"2022","WB",207.409782,"32%","World Bank Group (WB)","Australia"
"2019","IBRD",187.7101,"25%","International Bank for Reconstruction and Development","Australia"
"2020","IBRD",13.556213,"2%","International Bank for Reconstruction and Development","Australia"
"2021","IBRD",223.390287,"47%","International Bank for Reconstruction and Development","Australia"
"2022","IBRD",207.409782,"45%","International Bank for Reconstruction and Development","Australia"
"2018","IDA",149.997268,"23%","International Development Association","Australia"
"2020","IDA",158.281164,"21%","International Development Association","Australia"
"2018","HIPC Debt Initiative Trust Fund",19.793606,"3%","International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund","Australia"
"2019","HIPC Debt Initiative Trust Fund",19.204423,"4%","International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund","Australia"
"2018","	
Regional Development Banks",270.729531,"58%","Regional Development Banks","Australia"
"2019","	
Regional Development Banks",262.108111,"40%","Regional Development Banks","Australia"
"2020","	
Regional Development Banks",128.227057,"17%","Regional Development Banks","Australia"
"2021","	
Regional Development Banks",75.184086,"12%","Regional Development Banks","Australia"
"2022","	
Regional Development Banks",66.461238,"14%","Regional Development Banks","Australia"
"2018","ADB",21.192668,"5%","Asian Development Bank","Australia"
"2019","ADB",20.064566,"3%","Asian Development Bank","Australia"
"2020","ADB",20.160484,"3%","Asian Development Bank","Australia"
"2018","ADF",111.082543,"18%","Asian Development Fund","Australia"
"2019","ADF",109.482786,"23%","Asian Development Fund","Australia"
"2020","ADF",108.066573,"23%","Asian Development Fund","Australia"
"2021","ADF",75.184086,"11%","Asian Development Fund","Australia"
"2022","ADF",66.461238,"9%","Asian Development Fund","Australia"
"2018","AIIB",138.45432,"22%","Asian Infrastructure Investment Bank","Australia"
"2019","AIIB",132.560759,"28%","Asian Infrastructure Investment Bank","Australia"
"2018","Other multilateral institutions",60.601337,"13%","Other multilateral institutions","Australia"
"2019","Other multilateral institutions",123.471549,"19%","Other multilateral institutions","Australia"
"2020","Other multilateral institutions",68.537559,"9%","Other multilateral institutions","Australia"
"2021","Other multilateral institutions",24.096071,"4%","Other multilateral institutions","Australia"
"2022","Other multilateral institutions",41.099124,"9%","Other multilateral institutions","Australia"
"2018","CGIAR Fund",4.536035,"1%","CGIAR Fund","Australia"
"2018","Gavi",6.092719,"1%","Global Alliance for Vaccines and Immunization","Australia"
"2019","Gavi",76.799717,"10%","Global Alliance for Vaccines and Immunization","Australia"
"2020","Gavi",46.477034,"7%","Global Alliance for Vaccines and Immunization","Australia"
"2021","Gavi",22.53098,"5%","Global Alliance for Vaccines and Immunization","Australia"
"2022","Gavi",35.155361,"8%","Global Alliance for Vaccines and Immunization","Australia"
"2018","GEF Fund",15.216335,"2%","Global Environment Facility Trust Fund","Australia"
"2020","Global Fund",16.148739,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Australia"
