Year,Sector,Bilateral ODA for,Share,Donor
2020,Infrastructure,1262.54,4.91%,EU Institutions
2020,Other multisector,1189.27,4.62%,EU Institutions
2020,"Agriculture (incl. forestry, fishing, rural development)",1111.86,4.32%,EU Institutions
2020,Health & populations,1057.58,4.11%,EU Institutions
2020,"Conflict, peace & security",961.15,3.74%,EU Institutions
2020,Water and sanitation,733.31,2.85%,EU Institutions
2020,Donor administration costs,692.66,2.69%,EU Institutions
2020,"Industry, construction & mining",547.07,2.13%,EU Institutions
2020,Environmental protection,439.31,1.71%,EU Institutions
2020,Trade policy,176.19,0.69%,EU Institutions
2020,Food aid and commodity assistance,175.06,0.68%,EU Institutions
2020,Disaster Prevention & Preparedness,155.28,0.6%,EU Institutions
2020,Unspecified,138.15,0.54%,EU Institutions
2020,Reconstruction Relief & Rehabilitation,39.61,0.15%,EU Institutions
2020,Tourism,8.44,0.03%,EU Institutions
2020,Debt relief,0.0,0.0%,EU Institutions
2019,Government & civil society,2620.04,13.3%,EU Institutions
2019,Other multisector,2207.79,11.2%,EU Institutions
2019,Emergency Response,2176.32,11.04%,EU Institutions
2019,Financial services & business support,2074.92,10.53%,EU Institutions
2019,Infrastructure,1617.88,8.21%,EU Institutions
2019,Education,1106.21,5.61%,EU Institutions
2019,"Agriculture (incl. forestry, fishing, rural development)",1085.11,5.51%,EU Institutions
2019,Energy,1023.74,5.19%,EU Institutions
2019,"Conflict, peace & security",873.29,4.43%,EU Institutions
2019,Donor administration costs,857.21,4.35%,EU Institutions
2019,Water and sanitation,777.91,3.95%,EU Institutions
2019,Health & populations,741.02,3.76%,EU Institutions
2019,General budget support,623.96,3.17%,EU Institutions
2019,Other social services,538.84,2.73%,EU Institutions
2019,Environmental protection,454.71,2.31%,EU Institutions
2019,"Industry, construction & mining",308.77,1.57%,EU Institutions
2019,Trade policy,184.95,0.94%,EU Institutions
2019,Unspecified,124.62,0.63%,EU Institutions
2019,Disaster Prevention & Preparedness,112.1,0.57%,EU Institutions
2019,Food aid and commodity assistance,97.11,0.49%,EU Institutions
2019,Reconstruction Relief & Rehabilitation,82.25,0.42%,EU Institutions
2019,Tourism,18.23,0.09%,EU Institutions
