"Year","Multi_short","ODA","Share","full name","country"
"2021","IBRD",165.74525,"2%","International Bank for Reconstruction and Development","United States"
"2022","IBRD",198.20733,"5%","International Bank for Reconstruction and Development","United States"
"2018","IDA",1182.075817,"27%","International Development Association","United States"
"2019","IDA",1161.243929,"19%","International Development Association","United States"
"2020","IDA",1372.445833,"15%","International Development Association","United States"
"2021","IDA",784.96,"10%","International Development Association","United States"
"2022","IDA",1217.305425,"29%","International Development Association","United States"
"2018","	
Regional Development Banks",275.972856,"6%","Regional Development Banks","United States"
"2019","	
Regional Development Banks",265.81569,"4%","Regional Development Banks","United States"
"2020","	
Regional Development Banks",281.127523,"3%","Regional Development Banks","United States"
"2021","	
Regional Development Banks",232.19575,"3%","Regional Development Banks","United States"
"2022","	
Regional Development Banks",766.331602,"18%","Regional Development Banks","United States"
"2018","AfDB",34.9318,"1%","African Development Bank","United States"
"2019","AfDB",34.315301,"1%","African Development Bank","United States"
"2021","AfDB",54.64875,"1%","African Development Bank","United States"
"2022","AfDB",51.117429,"1%","African Development Bank","United States"
"2018","African Development Fund",184.583174,"4%","African Development Fund","United States"
"2019","African Development Fund",181.330239,"4%","African Development Fund","United States"
"2020","African Development Fund",214.30928,"4%","African Development Fund","United States"
"2021","African Development Fund",137.503,"1%","African Development Fund","United States"
"2022","African Development Fund",197.646101,"3%","African Development Fund","United States"
"2018","ADF",51.070166,"1%","Asian Development Fund","United States"
"2019","ADF",50.17015,"1%","Asian Development Fund","United States"
"2020","ADF",59.294843,"1%","Asian Development Fund","United States"
"2021","ADF",38.044,"0%","Asian Development Fund","United States"
"2022","ADF",49.877345,"1%","Asian Development Fund","United States"
"2018","EBRD",5.387716,"0%","European Bank for Reconstruction and Development","United States"
"2020","EBRD",7.5234,"0%","European Bank for Reconstruction and Development","United States"
"2021","EBRD",2,"0%","European Bank for Reconstruction and Development","United States"
"2022","EBRD",467.690727,"5%","European Bank for Reconstruction and Development","United States"
"2018","Other multilateral institutions",1679.988054,"21%","Other multilateral institutions","United States"
"2019","Other multilateral institutions",1738.60036,"42%","Other multilateral institutions","United States"
"2020","Other multilateral institutions",2548.412466,"58%","Other multilateral institutions","United States"
"2021","Other multilateral institutions",6484.12903,"108%","Other multilateral institutions","United States"
"2022","Other multilateral institutions",3628.64026,"39%","Other multilateral institutions","United States"
"2018","Gavi",312.487568,"4%","Global Alliance for Vaccines and Immunization","United States"
"2019","Gavi",306.980556,"7%","Global Alliance for Vaccines and Immunization","United States"
"2020","Gavi",303.025842,"7%","Global Alliance for Vaccines and Immunization","United States"
"2021","Gavi",4020,"67%","Global Alliance for Vaccines and Immunization","United States"
"2022","Gavi",271.260622,"3%","Global Alliance for Vaccines and Immunization","United States"
"2018","GEF Fund",150.398111,"2%","Global Environment Facility Trust Fund","United States"
"2019","GEF Fund",147.747624,"4%","Global Environment Facility Trust Fund","United States"
"2020","GEF Fund",3.147289,"0%","Global Environment Facility Trust Fund","United States"
"2021","GEF Fund",139.575,"2%","Global Environment Facility Trust Fund","United States"
"2022","GEF Fund",139.641227,"2%","Global Environment Facility Trust Fund","United States"
"2018","Global Fund",1033.745425,"13%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United States"
"2019","Global Fund",1100.895786,"27%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United States"
"2020","Global Fund",2153.089426,"49%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United States"
"2021","Global Fund",2250,"38%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United States"
"2022","Global Fund",3110.611027,"33%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United States"
"2019","IPCC",0.359908,"0%","Intergovernmental Panel on Climate Change","United States"
"2020","IPCC",0.898628,"0%","Intergovernmental Panel on Climate Change","United States"
