Year,Sector,Bilateral ODA for,Share,Donor
2021,Government & civil society,729.95,7.17%,United Kingdom
2021,Financial services & business support,688.33,6.77%,United Kingdom
2021,Education,644.65,6.34%,United Kingdom
2021,"Conflict, peace & security",390.83,3.84%,United Kingdom
2021,Energy,379.1,3.73%,United Kingdom
2021,"Industry, construction & mining",341.99,3.36%,United Kingdom
2021,Environmental protection,312.79,3.07%,United Kingdom
2021,"Agriculture (incl. forestry, fishing, rural development)",290.56,2.86%,United Kingdom
2021,Other social services,215.75,2.12%,United Kingdom
2021,Infrastructure,118.91,1.17%,United Kingdom
2021,Water and sanitation,110.77,1.09%,United Kingdom
2021,Disaster Prevention & Preparedness,95.15,0.94%,United Kingdom
2021,Trade policy,85.23,0.84%,United Kingdom
2021,Unspecified,80.79,0.79%,United Kingdom
2021,Reconstruction Relief & Rehabilitation,43.81,0.43%,United Kingdom
2021,Food aid and commodity assistance,27.04,0.27%,United Kingdom
2021,Tourism,0.7,0.01%,United Kingdom
2021,Debt relief,0.0,0.0%,United Kingdom
2020,Health & populations,2243.45,16.6%,United Kingdom
2020,Emergency Response,1922.74,14.22%,United Kingdom
2020,Other multisector,1211.26,8.96%,United Kingdom
2020,Donor administration costs,1101.53,8.15%,United Kingdom
2020,Government & civil society,1009.28,7.47%,United Kingdom
2020,Refugees in donor countries,879.24,6.5%,United Kingdom
2020,Financial services & business support,856.44,6.34%,United Kingdom
2020,Education,768.38,5.68%,United Kingdom
2020,"Industry, construction & mining",467.72,3.46%,United Kingdom
2020,"Conflict, peace & security",459.44,3.4%,United Kingdom
2020,"Agriculture (incl. forestry, fishing, rural development)",445.03,3.29%,United Kingdom
2020,Other social services,363.51,2.69%,United Kingdom
2020,Environmental protection,348.51,2.58%,United Kingdom
2020,Energy,301.21,2.23%,United Kingdom
2020,Debt relief,272.23,2.01%,United Kingdom
2020,Infrastructure,162.5,1.2%,United Kingdom
2020,Disaster Prevention & Preparedness,156.88,1.16%,United Kingdom
2020,Water and sanitation,155.58,1.15%,United Kingdom
2020,Unspecified,130.35,0.96%,United Kingdom
2020,Trade policy,105.89,0.78%,United Kingdom
2020,Food aid and commodity assistance,91.49,0.68%,United Kingdom
2020,Reconstruction Relief & Rehabilitation,64.63,0.48%,United Kingdom
2020,Tourism,1.53,0.01%,United Kingdom
2019,Health & populations,2153.13,13.83%,United Kingdom
2019,Emergency Response,2034.46,13.07%,United Kingdom
2019,Other multisector,1461.83,9.39%,United Kingdom
2019,Financial services & business support,1339.8,8.61%,United Kingdom
2019,Government & civil society,1331.33,8.55%,United Kingdom
2019,Education,1172.63,7.53%,United Kingdom
2019,Donor administration costs,1120.25,7.2%,United Kingdom
2019,Refugees in donor countries,702.56,4.51%,United Kingdom
2019,"Industry, construction & mining",650.92,4.18%,United Kingdom
2019,"Agriculture (incl. forestry, fishing, rural development)",628.51,4.04%,United Kingdom
2019,"Conflict, peace & security",615.69,3.96%,United Kingdom
2019,Energy,568.14,3.65%,United Kingdom
2019,Environmental protection,506.64,3.25%,United Kingdom
2019,Other social services,366.19,2.35%,United Kingdom
2019,Water and sanitation,261.25,1.68%,United Kingdom
2019,Disaster Prevention & Preparedness,151.18,0.97%,United Kingdom
2019,Trade policy,133.63,0.86%,United Kingdom
2019,Infrastructure,112.52,0.72%,United Kingdom
2019,Food aid and commodity assistance,104.51,0.67%,United Kingdom
2019,Reconstruction Relief & Rehabilitation,80.14,0.51%,United Kingdom
2019,Unspecified,70.04,0.45%,United Kingdom
2019,Tourism,1.24,0.01%,United Kingdom
