Year,Sector,Bilateral ODA for,Share,Donor
2022,"Industry, construction & mining",0.49,1.08%,Slovak Republic
2022,"Agriculture (incl. forestry, fishing, rural development)",0.45,0.99%,Slovak Republic
2022,Other multisector,0.25,0.54%,Slovak Republic
2022,Environmental protection,0.12,0.26%,Slovak Republic
2022,Infrastructure,0.11,0.25%,Slovak Republic
2022,Tourism,0.06,0.13%,Slovak Republic
2022,Food aid and commodity assistance,0.03,0.07%,Slovak Republic
2022,Reconstruction Relief & Rehabilitation,0.0,0.01%,Slovak Republic
2022,Trade policy,0.0,0.01%,Slovak Republic
2021,Health & populations,14.19,36.3%,Slovak Republic
2021,Government & civil society,5.06,12.95%,Slovak Republic
2021,Unspecified,3.53,9.03%,Slovak Republic
2021,Donor administration costs,2.78,7.11%,Slovak Republic
2021,Education,2.74,7.01%,Slovak Republic
2021,Water and sanitation,1.94,4.96%,Slovak Republic
2021,Financial services & business support,1.25,3.19%,Slovak Republic
2021,Debt relief,1.22,3.12%,Slovak Republic
2021,"Conflict, peace & security",1.13,2.9%,Slovak Republic
2021,Refugees in donor countries,1.13,2.89%,Slovak Republic
2021,"Industry, construction & mining",0.85,2.18%,Slovak Republic
2021,Other social services,0.73,1.87%,Slovak Republic
2021,Energy,0.72,1.85%,Slovak Republic
2021,Emergency Response,0.71,1.8%,Slovak Republic
2021,"Agriculture (incl. forestry, fishing, rural development)",0.68,1.75%,Slovak Republic
2021,Other multisector,0.27,0.7%,Slovak Republic
2021,Infrastructure,0.06,0.16%,Slovak Republic
2021,Environmental protection,0.04,0.1%,Slovak Republic
2021,Food aid and commodity assistance,0.02,0.06%,Slovak Republic
2021,Tourism,0.01,0.02%,Slovak Republic
2021,Reconstruction Relief & Rehabilitation,0.01,0.03%,Slovak Republic
2021,Disaster Prevention & Preparedness,0.0,0.0%,Slovak Republic
2021,Trade policy,0.0,0.0%,Slovak Republic
2020,Debt relief,20.64,48.79%,Slovak Republic
2020,Unspecified,3.57,8.44%,Slovak Republic
2020,Donor administration costs,3.11,7.34%,Slovak Republic
2020,Education,2.72,6.43%,Slovak Republic
2020,Health & populations,2.54,6.01%,Slovak Republic
2020,Government & civil society,2.21,5.22%,Slovak Republic
2020,"Conflict, peace & security",1.34,3.17%,Slovak Republic
2020,Emergency Response,1.13,2.67%,Slovak Republic
2020,Refugees in donor countries,1.09,2.59%,Slovak Republic
2020,Water and sanitation,1.01,2.39%,Slovak Republic
2020,Financial services & business support,0.87,2.06%,Slovak Republic
2020,"Agriculture (incl. forestry, fishing, rural development)",0.59,1.4%,Slovak Republic
2020,Reconstruction Relief & Rehabilitation,0.46,1.08%,Slovak Republic
2020,Other multisector,0.35,0.82%,Slovak Republic
2020,Other social services,0.21,0.49%,Slovak Republic
2020,Infrastructure,0.13,0.31%,Slovak Republic
2020,Food aid and commodity assistance,0.1,0.24%,Slovak Republic
2020,"Industry, construction & mining",0.09,0.21%,Slovak Republic
2020,Tourism,0.07,0.17%,Slovak Republic
2020,Energy,0.06,0.15%,Slovak Republic
2020,Environmental protection,0.01,0.03%,Slovak Republic
2019,Government & civil society,4.85,19.1%,Slovak Republic
2019,Unspecified,4.36,17.16%,Slovak Republic
2019,Education,4.02,15.83%,Slovak Republic
2019,Donor administration costs,2.62,10.31%,Slovak Republic
2019,Emergency Response,2.1,8.27%,Slovak Republic
2019,"Conflict, peace & security",1.43,5.63%,Slovak Republic
2019,"Agriculture (incl. forestry, fishing, rural development)",1.35,5.32%,Slovak Republic
2019,Health & populations,1.3,5.11%,Slovak Republic
2019,Refugees in donor countries,1.03,4.05%,Slovak Republic
2019,Other social services,0.95,3.73%,Slovak Republic
2019,Water and sanitation,0.74,2.92%,Slovak Republic
2019,Reconstruction Relief & Rehabilitation,0.33,1.31%,Slovak Republic
2019,Financial services & business support,0.15,0.59%,Slovak Republic
2019,"Industry, construction & mining",0.08,0.32%,Slovak Republic
2019,Environmental protection,0.05,0.18%,Slovak Republic
2019,Energy,0.01,0.05%,Slovak Republic
2019,Infrastructure,0.01,0.05%,Slovak Republic
2019,Other multisector,0.01,0.05%,Slovak Republic
2019,Trade policy,0.0,0.01%,Slovak Republic
