Year,Sector,Bilateral ODA for,Share,Donor
2020,Food aid and commodity assistance,12.11,0.84%,Italy
2020,"Conflict, peace & security",11.65,0.81%,Italy
2020,Disaster Prevention & Preparedness,7.56,0.52%,Italy
2020,Financial services & business support,5.11,0.35%,Italy
2020,Tourism,1.81,0.13%,Italy
2020,Trade policy,0.16,0.01%,Italy
2019,Refugees in donor countries,474.34,30.33%,Italy
2019,Emergency Response,146.21,9.35%,Italy
2019,Education,146.03,9.34%,Italy
2019,Health & populations,121.09,7.74%,Italy
2019,Other multisector,111.93,7.16%,Italy
2019,Government & civil society,104.41,6.68%,Italy
2019,"Agriculture (incl. forestry, fishing, rural development)",62.74,4.01%,Italy
2019,Donor administration costs,55.83,3.57%,Italy
2019,Other social services,55.32,3.54%,Italy
2019,Environmental protection,46.27,2.96%,Italy
2019,"Industry, construction & mining",36.87,2.36%,Italy
2019,Infrastructure,33.46,2.14%,Italy
2019,Energy,32.88,2.1%,Italy
2019,Unspecified,32.42,2.07%,Italy
2019,Water and sanitation,30.02,1.92%,Italy
2019,Debt relief,27.85,1.78%,Italy
2019,Reconstruction Relief & Rehabilitation,16.49,1.05%,Italy
2019,Financial services & business support,8.65,0.55%,Italy
2019,"Conflict, peace & security",8.33,0.53%,Italy
2019,Food aid and commodity assistance,6.4,0.41%,Italy
2019,Tourism,3.27,0.21%,Italy
2019,Disaster Prevention & Preparedness,2.65,0.17%,Italy
2019,Trade policy,0.52,0.03%,Italy
