Year,Sector,Bilateral ODA for,Share,Donor
2020,Food aid and commodity assistance,22.92,0.5%,Canada
2020,Unspecified,19.42,0.42%,Canada
2020,Infrastructure,14.81,0.32%,Canada
2020,General budget support,13.05,0.29%,Canada
2020,Reconstruction Relief & Rehabilitation,7.55,0.17%,Canada
2020,Trade policy,6.32,0.14%,Canada
2020,Disaster Prevention & Preparedness,4.16,0.09%,Canada
2020,Tourism,0.92,0.02%,Canada
2019,Emergency Response,626.92,16.63%,Canada
2019,Health & populations,574.37,15.23%,Canada
2019,Refugees in donor countries,552.72,14.66%,Canada
2019,Government & civil society,353.75,9.38%,Canada
2019,Education,322.66,8.56%,Canada
2019,Donor administration costs,311.44,8.26%,Canada
2019,Other multisector,215.32,5.71%,Canada
2019,"Agriculture (incl. forestry, fishing, rural development)",166.37,4.41%,Canada
2019,Environmental protection,122.55,3.25%,Canada
2019,"Conflict, peace & security",104.69,2.78%,Canada
2019,Energy,103.91,2.76%,Canada
2019,Financial services & business support,75.39,2.0%,Canada
2019,"Industry, construction & mining",63.39,1.68%,Canada
2019,Other social services,61.71,1.64%,Canada
2019,Water and sanitation,31.96,0.85%,Canada
2019,Unspecified,29.96,0.79%,Canada
2019,Disaster Prevention & Preparedness,14.75,0.39%,Canada
2019,Trade policy,10.38,0.28%,Canada
2019,Reconstruction Relief & Rehabilitation,10.21,0.27%,Canada
2019,Infrastructure,7.25,0.19%,Canada
2019,Food aid and commodity assistance,5.81,0.15%,Canada
2019,General budget support,4.38,0.12%,Canada
2019,Tourism,0.7,0.02%,Canada
