Year,Sector,Bilateral ODA for,Share,Donor
2021,Unspecified,26.02,6.77%,Luxembourg
2021,Water and sanitation,17.35,4.52%,Luxembourg
2021,Other social services,12.36,3.22%,Luxembourg
2021,Infrastructure,7.38,1.92%,Luxembourg
2021,Other multisector,5.38,1.4%,Luxembourg
2021,Energy,4.17,1.08%,Luxembourg
2021,Disaster Prevention & Preparedness,3.61,0.94%,Luxembourg
2021,Food aid and commodity assistance,3.46,0.9%,Luxembourg
2021,Reconstruction Relief & Rehabilitation,2.35,0.61%,Luxembourg
2021,"Conflict, peace & security",1.68,0.44%,Luxembourg
2021,Environmental protection,0.67,0.17%,Luxembourg
2021,"Industry, construction & mining",0.63,0.16%,Luxembourg
2020,Emergency Response,60.01,16.69%,Luxembourg
2020,Education,44.61,12.41%,Luxembourg
2020,"Agriculture (incl. forestry, fishing, rural development)",41.57,11.57%,Luxembourg
2020,Health & populations,37.59,10.46%,Luxembourg
2020,Financial services & business support,26.99,7.51%,Luxembourg
2020,Government & civil society,26.7,7.43%,Luxembourg
2020,Donor administration costs,24.36,6.78%,Luxembourg
2020,Other multisector,23.29,6.48%,Luxembourg
2020,Water and sanitation,22.68,6.31%,Luxembourg
2020,Unspecified,22.67,6.31%,Luxembourg
2020,Infrastructure,6.51,1.81%,Luxembourg
2020,Disaster Prevention & Preparedness,5.83,1.62%,Luxembourg
2020,Other social services,5.63,1.57%,Luxembourg
2020,Reconstruction Relief & Rehabilitation,3.89,1.08%,Luxembourg
2020,Energy,2.84,0.79%,Luxembourg
2020,"Conflict, peace & security",2.52,0.7%,Luxembourg
2020,Environmental protection,0.84,0.23%,Luxembourg
2020,Trade policy,0.6,0.17%,Luxembourg
2020,Refugees in donor countries,0.18,0.05%,Luxembourg
2020,Tourism,0.12,0.03%,Luxembourg
2019,Health & populations,70.89,15.89%,Luxembourg
2019,Emergency Response,63.59,14.25%,Luxembourg
2019,Education,61.04,13.68%,Luxembourg
2019,"Agriculture (incl. forestry, fishing, rural development)",49.63,11.12%,Luxembourg
2019,Government & civil society,39.43,8.84%,Luxembourg
2019,Unspecified,33.92,7.6%,Luxembourg
2019,Financial services & business support,32.57,7.3%,Luxembourg
2019,Water and sanitation,27.11,6.07%,Luxembourg
2019,Donor administration costs,25.26,5.66%,Luxembourg
2019,Other social services,10.84,2.43%,Luxembourg
2019,Other multisector,8.29,1.86%,Luxembourg
2019,Disaster Prevention & Preparedness,5.23,1.17%,Luxembourg
2019,Energy,4.47,1.0%,Luxembourg
2019,Reconstruction Relief & Rehabilitation,4.32,0.97%,Luxembourg
2019,"Conflict, peace & security",3.59,0.8%,Luxembourg
2019,Trade policy,2.06,0.46%,Luxembourg
2019,Infrastructure,2.02,0.45%,Luxembourg
2019,Food aid and commodity assistance,1.36,0.31%,Luxembourg
2019,Refugees in donor countries,0.29,0.07%,Luxembourg
2019,Environmental protection,0.23,0.05%,Luxembourg
2019,Tourism,0.11,0.02%,Luxembourg
2019,"Industry, construction & mining",0.01,0.0%,Luxembourg
