"Year","Multi_short","ODA","Share","full name","country"
"2022","WFP",1.115587,"1%","World Food Programme","Luxembourg"
"2018","WHO - assessed contributions",12.370553,"7%","World Health Organisation - assessed contributions","Luxembourg"
"2019","WHO - assessed contributions",0.272302,"0%","World Health Organisation - assessed contributions","Luxembourg"
"2020","WHO - assessed contributions",9.703462,"7%","World Health Organisation - assessed contributions","Luxembourg"
"2021","WHO - assessed contributions",8.94568,"7%","World Health Organisation - assessed contributions","Luxembourg"
"2022","WHO - assessed contributions",0.24645,"0%","World Health Organisation - assessed contributions","Luxembourg"
"2022","WHO - core voluntary contributions",10.988532,"6%","World Health Organisation - core voluntary contributions account","Luxembourg"
"2018","EUI",46.015515,"28%","European Union Institutions","Luxembourg"
"2019","EUI",47.259443,"32%","European Union Institutions","Luxembourg"
"2020","EUI",54.044646,"42%","European Union Institutions","Luxembourg"
"2021","EUI",50.443024,"31%","European Union Institutions","Luxembourg"
"2022","EUI",63.977114,"37%","European Union Institutions","Luxembourg"
"2018","EC - Development Share of Budget",45.116818,"27%","European Commission - Development Share of Budget","Luxembourg"
"2019","EC - Development Share of Budget",46.195687,"32%","European Commission - Development Share of Budget","Luxembourg"
"2020","EC - Development Share of Budget",52.27516,"41%","European Commission - Development Share of Budget","Luxembourg"
"2021","EC - Development Share of Budget",39.128766,"24%","European Commission - Development Share of Budget","Luxembourg"
"2022","EC - Development Share of Budget",56.143746,"32%","European Commission - Development Share of Budget","Luxembourg"
"2021","EC - EDF",10.396913,"6%","European Commission - European Development Fund","Luxembourg"
"2022","EC - EDF",6.979643,"5%","European Commission - European Development Fund","Luxembourg"
"2018","EIB",0.898697,"1%","European Investment Bank","Luxembourg"
"2019","EIB",1.063756,"1%","European Investment Bank","Luxembourg"
"2020","EIB",1.769486,"1%","European Investment Bank","Luxembourg"
"2021","EIB",0.917345,"1%","European Investment Bank","Luxembourg"
"2022","EIB",0.853725,"1%","European Investment Bank","Luxembourg"
"2018","WB",22.374217,"17%","World Bank Group (WB)","Luxembourg"
"2019","WB",24.512363,"15%","World Bank Group (WB)","Luxembourg"
"2020","WB",22.239897,"13%","World Bank Group (WB)","Luxembourg"
"2021","WB",23.368022,"14%","World Bank Group (WB)","Luxembourg"
"2022","WB",23.795472,"16%","World Bank Group (WB)","Luxembourg"
"2018","IBRD",1.730823,"1%","International Bank for Reconstruction and Development","Luxembourg"
"2018","IDA",20.643394,"13%","International Development Association","Luxembourg"
"2019","IDA",24.512363,"14%","International Development Association","Luxembourg"
"2020","IDA",19.991427,"12%","International Development Association","Luxembourg"
"2021","IDA",21.298486,"15%","International Development Association","Luxembourg"
"2022","IDA",21.285401,"17%","International Development Association","Luxembourg"
"2018","	
Regional Development Banks",9.252802,"6%","Regional Development Banks","Luxembourg"
"2019","	
Regional Development Banks",14.054193,"8%","Regional Development Banks","Luxembourg"
"2020","	
Regional Development Banks",10.256698,"6%","Regional Development Banks","Luxembourg"
"2021","	
Regional Development Banks",17.711769,"12%","Regional Development Banks","Luxembourg"
"2022","	
Regional Development Banks",4.56879,"4%","Regional Development Banks","Luxembourg"
"2019","AfDB",1.558604,"1%","African Development Bank","Luxembourg"
"2022","AfDB",1.789448,"1%","African Development Bank","Luxembourg"
"2018","African Development Fund",4.806788,"3%","African Development Fund","Luxembourg"
"2019","African Development Fund",5.154332,"4%","African Development Fund","Luxembourg"
"2020","African Development Fund",4.804472,"4%","African Development Fund","Luxembourg"
"2021","African Development Fund",4.969659,"3%","African Development Fund","Luxembourg"
"2022","African Development Fund",2.779342,"2%","African Development Fund","Luxembourg"
"2018","ADB",1.40376,"1%","Asian Development Bank","Luxembourg"
"2019","ADB",1.394143,"1%","Asian Development Bank","Luxembourg"
"2018","ADF",3.042254,"2%","Asian Development Fund","Luxembourg"
"2019","ADF",3.166317,"2%","Asian Development Fund","Luxembourg"
"2020","ADF",2.941614,"2%","Asian Development Fund","Luxembourg"
"2021","ADF",10.376926,"6%","Asian Development Fund","Luxembourg"
"2019","AIIB",2.780137,"2%","Asian Infrastructure Investment Bank","Luxembourg"
"2020","EBRD",2.509909,"2%","European Bank for Reconstruction and Development","Luxembourg"
"2021","EBRD",2.365184,"1%","European Bank for Reconstruction and Development","Luxembourg"
"2018","Other multilateral institutions",11.456629,"7%","Other multilateral institutions","Luxembourg"
"2019","Other multilateral institutions",7.070502,"4%","Other multilateral institutions","Luxembourg"
"2020","Other multilateral institutions",8.178988,"6%","Other multilateral institutions","Luxembourg"
"2021","Other multilateral institutions",11.160406,"9%","Other multilateral institutions","Luxembourg"
"2022","Other multilateral institutions",8.361349,"5%","Other multilateral institutions","Luxembourg"
"2018","Gavi",1.09175,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2019","Gavi",1.076889,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2020","Gavi",1.029063,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2021","Gavi",1.182592,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2022","Gavi",1.115587,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2018","GEF-Least Developed Countries Fund",1.148135,"1%","Global Environment Facility - Least Developed Countries Fund","Luxembourg"
"2021","GEF-Least Developed Countries Fund",1.4103,"1%","Global Environment Facility - Least Developed Countries Fund","Luxembourg"
"2022","GEF-Least Developed Countries Fund",1.335135,"1%","Global Environment Facility - Least Developed Countries Fund","Luxembourg"
"2019","GEF Fund",1.529314,"1%","Global Environment Facility Trust Fund","Luxembourg"
"2020","GEF Fund",1.500236,"1%","Global Environment Facility Trust Fund","Luxembourg"
"2018","Global Fund",3.594786,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2019","Global Fund",3.545855,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2020","Global Fund",3.388377,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2021","Global Fund",5.912961,"5%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2022","Global Fund",3.346761,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
