Year,Sector,Bilateral ODA for,Share,Donor
2020,Unspecified,1.21,0.26%,New Zealand
2020,"Industry, construction & mining",0.68,0.14%,New Zealand
2019,Education,75.68,15.19%,New Zealand
2019,Donor administration costs,56.77,11.39%,New Zealand
2019,"Agriculture (incl. forestry, fishing, rural development)",54.5,10.94%,New Zealand
2019,Government & civil society,52.28,10.49%,New Zealand
2019,Other multisector,45.61,9.15%,New Zealand
2019,Infrastructure,33.61,6.74%,New Zealand
2019,Emergency Response,28.28,5.67%,New Zealand
2019,Energy,24.58,4.93%,New Zealand
2019,Health & populations,21.13,4.24%,New Zealand
2019,Financial services & business support,18.76,3.76%,New Zealand
2019,Refugees in donor countries,17.66,3.54%,New Zealand
2019,General budget support,17.13,3.44%,New Zealand
2019,Environmental protection,11.22,2.25%,New Zealand
2019,Water and sanitation,7.68,1.54%,New Zealand
2019,Other social services,7.06,1.42%,New Zealand
2019,Tourism,7.01,1.41%,New Zealand
2019,Disaster Prevention & Preparedness,6.72,1.35%,New Zealand
2019,Trade policy,5.72,1.15%,New Zealand
2019,"Conflict, peace & security",4.41,0.88%,New Zealand
2019,Reconstruction Relief & Rehabilitation,1.39,0.28%,New Zealand
2019,"Industry, construction & mining",0.6,0.12%,New Zealand
2019,Unspecified,0.5,0.1%,New Zealand
