year,Sub-Sector,Bilateral ODA for,Share,Donor
2021,Basic health infrastructure,4.06,0.8%,Switzerland
2021,"NCDs control, general",4.02,0.8%,Switzerland
2021,Malaria control,3.4,0.7%,Switzerland
2021,Medical education/training,1.02,0.2%,Switzerland
2021,Medical research,0.54,0.1%,Switzerland
2021,Family planning,0.43,0.1%,Switzerland
2021,Other prevention and treatment of NCDs,0.42,0.1%,Switzerland
2021,Personnel development for population and reproductive health,0.3,0.1%,Switzerland
2021,Control of harmful use of alcohol and drugs,0.22,0.0%,Switzerland
2021,Tuberculosis control,0.2,0.0%,Switzerland
2021,Health personnel development,0.12,0.0%,Switzerland
2021,Population policy and administrative management,0.05,0.0%,Switzerland
2020,Infectious disease control,71.95,24.8%,Switzerland
2020,Basic health care,62.69,21.6%,Switzerland
2020,Health policy and administrative management,62.15,21.4%,Switzerland
2020,COVID-19 control,18.53,6.4%,Switzerland
2020,Reproductive health care,12.5,4.3%,Switzerland
2020,Health education,11.73,4.0%,Switzerland
2020,Medical services,11.64,4.0%,Switzerland
2020,Basic nutrition,9.28,3.2%,Switzerland
2020,STD control including HIV/AIDS,7.92,2.7%,Switzerland
2020,Basic health infrastructure,7.01,2.4%,Switzerland
2020,Promotion of mental health and well-being,5.56,1.9%,Switzerland
2020,Malaria control,4.13,1.4%,Switzerland
2020,"NCDs control, general",2.87,1.0%,Switzerland
2020,Health personnel development,0.69,0.2%,Switzerland
2020,Medical education/training,0.4,0.1%,Switzerland
2020,Tuberculosis control,0.37,0.1%,Switzerland
2020,Family planning,0.23,0.1%,Switzerland
2020,Other prevention and treatment of NCDs,0.18,0.1%,Switzerland
2020,Personnel development for population and reproductive health,0.16,0.1%,Switzerland
2020,Medical research,0.07,0.0%,Switzerland
2020,Control of harmful use of alcohol and drugs,0.04,0.0%,Switzerland
2019,Health policy and administrative management,43.75,28.2%,Switzerland
2019,Basic health care,41.8,26.9%,Switzerland
2019,Reproductive health care,12.34,8.0%,Switzerland
2019,Infectious disease control,11.47,7.4%,Switzerland
2019,Basic nutrition,10.14,6.5%,Switzerland
2019,Medical services,7.95,5.1%,Switzerland
2019,STD control including HIV/AIDS,7.24,4.7%,Switzerland
2019,Health education,5.62,3.6%,Switzerland
2019,Malaria control,5.21,3.4%,Switzerland
2019,Basic health infrastructure,4.43,2.9%,Switzerland
2019,Promotion of mental health and well-being,3.23,2.1%,Switzerland
2019,Tuberculosis control,0.47,0.3%,Switzerland
2019,Medical education/training,0.41,0.3%,Switzerland
2019,Medical research,0.32,0.2%,Switzerland
2019,Other prevention and treatment of NCDs,0.28,0.2%,Switzerland
2019,"NCDs control, general",0.28,0.2%,Switzerland
2019,Control of harmful use of alcohol and drugs,0.15,0.1%,Switzerland
2019,Personnel development for population and reproductive health,0.08,0.1%,Switzerland
2019,Health personnel development,0.07,0.0%,Switzerland
2019,Population policy and administrative management,0.01,0.0%,Switzerland
