year,Sub-Sector,Bilateral ODA for,Share,Donor
2020,Basic health infrastructure,117.91,5.0%,Germany
2020,Basic health care,97.1,4.2%,Germany
2020,Medical research,58.97,2.5%,Germany
2020,Family planning,24.66,1.1%,Germany
2020,STD control including HIV/AIDS,20.58,0.9%,Germany
2020,Medical education/training,18.05,0.8%,Germany
2020,Health education,15.12,0.6%,Germany
2020,Promotion of mental health and well-being,11.98,0.5%,Germany
2020,Health personnel development,5.58,0.2%,Germany
2020,Personnel development for population and reproductive health,5.5,0.2%,Germany
2020,Tuberculosis control,3.67,0.2%,Germany
2020,"NCDs control, general",2.71,0.1%,Germany
2020,Other prevention and treatment of NCDs,1.0,0.0%,Germany
2020,Research for prevention and control of NCDs,0.91,0.0%,Germany
2020,Population policy and administrative management,0.81,0.0%,Germany
2019,Infectious disease control,229.25,24.3%,Germany
2019,Basic health infrastructure,139.4,14.8%,Germany
2019,Health policy and administrative management,126.32,13.4%,Germany
2019,Reproductive health care,92.28,9.8%,Germany
2019,Medical services,78.68,8.3%,Germany
2019,Medical research,64.49,6.8%,Germany
2019,Basic nutrition,62.48,6.6%,Germany
2019,Basic health care,47.39,5.0%,Germany
2019,STD control including HIV/AIDS,34.06,3.6%,Germany
2019,Family planning,23.11,2.4%,Germany
2019,Health personnel development,18.35,1.9%,Germany
2019,Medical education/training,8.3,0.9%,Germany
2019,Health education,8.01,0.8%,Germany
2019,Personnel development for population and reproductive health,3.17,0.3%,Germany
2019,Promotion of mental health and well-being,2.45,0.3%,Germany
2019,Research for prevention and control of NCDs,2.12,0.2%,Germany
2019,Tuberculosis control,1.88,0.2%,Germany
2019,"NCDs control, general",1.27,0.1%,Germany
2019,Population policy and administrative management,0.47,0.1%,Germany
2019,Other prevention and treatment of NCDs,0.16,0.0%,Germany
2019,Malaria control,0.03,0.0%,Germany
2019,Control of harmful use of alcohol and drugs,0.02,0.0%,Germany
