year,Sub-Sector,Bilateral ODA for,Share,Donor
2020,Tuberculosis control,3.05,0.7%,Norway
2020,Medical education/training,2.05,0.5%,Norway
2020,Health personnel development,1.6,0.4%,Norway
2020,Other prevention and treatment of NCDs,1.54,0.3%,Norway
2020,Tobacco use control,1.41,0.3%,Norway
2020,Personnel development for population and reproductive health,1.0,0.2%,Norway
2020,Promotion of mental health and well-being,0.93,0.2%,Norway
2020,Control of harmful use of alcohol and drugs,0.31,0.1%,Norway
2020,Malaria control,0.13,0.0%,Norway
2020,Research for prevention and control of NCDs,0.01,0.0%,Norway
2019,Basic health care,79.94,29.9%,Norway
2019,Health policy and administrative management,54.04,20.2%,Norway
2019,Infectious disease control,43.12,16.1%,Norway
2019,Reproductive health care,26.43,9.9%,Norway
2019,Family planning,17.1,6.4%,Norway
2019,Medical research,10.25,3.8%,Norway
2019,Medical services,6.56,2.5%,Norway
2019,STD control including HIV/AIDS,6.52,2.4%,Norway
2019,Basic nutrition,4.47,1.7%,Norway
2019,Medical education/training,3.58,1.3%,Norway
2019,Health education,3.56,1.3%,Norway
2019,Tuberculosis control,2.73,1.0%,Norway
2019,Basic health infrastructure,2.54,1.0%,Norway
2019,Health personnel development,2.19,0.8%,Norway
2019,Population policy and administrative management,1.31,0.5%,Norway
2019,"NCDs control, general",1.18,0.4%,Norway
2019,Personnel development for population and reproductive health,1.0,0.4%,Norway
2019,Promotion of mental health and well-being,0.63,0.2%,Norway
2019,Control of harmful use of alcohol and drugs,0.18,0.1%,Norway
2019,Research for prevention and control of NCDs,0.15,0.1%,Norway
2019,Malaria control,0.13,0.0%,Norway
2019,Other prevention and treatment of NCDs,0.13,0.0%,Norway
