"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","FAO","3.2","67.1%","food and agricultural organisation","Switzerland"
"2019","FAO","3.2","65.8%","food and agricultural organisation","Switzerland"
"2020","FAO","3.4","75.4%","food and agricultural organisation","Switzerland"
"2021","FAO","3.1","66.6%","food and agricultural organisation","Switzerland"
"2022","FAO","2.9","37.2%","food and agricultural organisation","Switzerland"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Switzerland"
"2019","IBRD","NA","NA%","international bank for reconstruction and development","Switzerland"
"2020","IBRD","NA","NA%","international bank for reconstruction and development","Switzerland"
"2021","IBRD","2.7","58.7%","international bank for reconstruction and development","Switzerland"
"2022","IBRD","2.8","36.4%","international bank for reconstruction and development","Switzerland"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Switzerland"
"2019","Adaptation Fund","8.8","182.3%","adaptation fund","Switzerland"
"2020","Adaptation Fund","NA","NA%","adaptation fund","Switzerland"
"2021","Adaptation Fund","NA","NA%","adaptation fund","Switzerland"
"2022","Adaptation Fund","1.8","23.8%","adaptation fund","Switzerland"
"2018","UNDP","0","0.7%","united nations development programme","Switzerland"
"2019","UNDP","0.2","3.4%","united nations development programme","Switzerland"
"2020","UNDP","0.2","3.5%","united nations development programme","Switzerland"
"2021","UNDP","0.2","5.2%","united nations development programme","Switzerland"
"2022","UNDP","0.3","4%","united nations development programme","Switzerland"
"2018",NA,"NA","NA%","world organisation for animal health","Switzerland"
"2019",NA,"NA","NA%","world organisation for animal health","Switzerland"
"2020",NA,"NA","NA%","world organisation for animal health","Switzerland"
"2021",NA,"0.1","2.7%","world organisation for animal health","Switzerland"
"2022",NA,"0.1","1.6%","world organisation for animal health","Switzerland"
"2018","UNICEF","0","0%","united nations childrenâ€™s fund","Switzerland"
"2019","UNICEF","0","0%","united nations childrenâ€™s fund","Switzerland"
"2020","UNICEF","0","0.1%","united nations childrenâ€™s fund","Switzerland"
"2021","UNICEF","0","0.2%","united nations childrenâ€™s fund","Switzerland"
"2022","UNICEF","0","0.5%","united nations childrenâ€™s fund","Switzerland"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Switzerland"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Switzerland"
"2020","WHO - assessed contributions","0","0.2%","world health organisation assessed contributions","Switzerland"
"2021","WHO - assessed contributions","0","0.5%","world health organisation assessed contributions","Switzerland"
"2022","WHO - assessed contributions","0","0.4%","world health organisation assessed contributions","Switzerland"
"2018","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Switzerland"
"2019","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Switzerland"
"2020","WHO - core voluntary contributions","0","0%","world health organisation core voluntary contributions account","Switzerland"
"2021","WHO - core voluntary contributions","0","0.8%","world health organisation core voluntary contributions account","Switzerland"
"2022","WHO - core voluntary contributions","0","0.3%","world health organisation core voluntary contributions account","Switzerland"
"2018","UN","NA","NA%","united nations","Switzerland"
"2019","UN","NA","NA%","united nations","Switzerland"
"2020","UN","NA","NA%","united nations","Switzerland"
"2021","UN","NA","NA%","united nations","Switzerland"
"2022","UN","0","0.3%","united nations","Switzerland"
"2018","IDB, IIC and MIF","0.2","3.7%","inter american development bank inter american investment corporation and multilateral investment fund","Switzerland"
"2019","IDB, IIC and MIF","1.7","36.3%","inter american development bank inter american investment corporation and multilateral investment fund","Switzerland"
"2020","IDB, IIC and MIF","0.1","1.8%","inter american development bank inter american investment corporation and multilateral investment fund","Switzerland"
"2021","IDB, IIC and MIF","0","0.4%","inter american development bank inter american investment corporation and multilateral investment fund","Switzerland"
"2022","IDB, IIC and MIF","0","0.2%","inter american development bank inter american investment corporation and multilateral investment fund","Switzerland"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Switzerland"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Switzerland"
"2020","UNIDO","0","0%","united nations industrial development organisation","Switzerland"
"2021","UNIDO","0","0.2%","united nations industrial development organisation","Switzerland"
"2022","UNIDO","0","0.1%","united nations industrial development organisation","Switzerland"
"2018","GEF-Least Developed Countries Fund","0.2","3.8%","global environment facility least developed countries fund","Switzerland"
"2019","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Switzerland"
"2020","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Switzerland"
"2021","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Switzerland"
"2022","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Switzerland"
"2018","GEF - Special Climate Change Fund","0.1","1.6%","global environment facility special climate change fund","Switzerland"
"2019","GEF - Special Climate Change Fund","0","0.4%","global environment facility special climate change fund","Switzerland"
"2020","GEF - Special Climate Change Fund","0","0.4%","global environment facility special climate change fund","Switzerland"
"2021","GEF - Special Climate Change Fund","NA","NA%","global environment facility special climate change fund","Switzerland"
"2022","GEF - Special Climate Change Fund","NA","NA%","global environment facility special climate change fund","Switzerland"
"2018","UNECE","0","0.2%","united nations economic commission for europe extrabudgetary contributions only","Switzerland"
"2019","UNECE","NA","NA%","united nations economic commission for europe extrabudgetary contributions only","Switzerland"
"2020","UNECE","NA","NA%","united nations economic commission for europe extrabudgetary contributions only","Switzerland"
"2021","UNECE","NA","NA%","united nations economic commission for europe extrabudgetary contributions only","Switzerland"
"2022","UNECE","NA","NA%","united nations economic commission for europe extrabudgetary contributions only","Switzerland"
"2018","WFP","0","0.1%","world food programme","Switzerland"
"2019","WFP","0","0.1%","world food programme","Switzerland"
"2020","WFP","NA","NA%","world food programme","Switzerland"
"2021","WFP","NA","NA%","world food programme","Switzerland"
"2022","WFP","NA","NA%","world food programme","Switzerland"
"2018",NA,"0.1","2.3%","asian infrastructure investment bank","Switzerland"
"2019",NA,"0.2","4.2%","asian infrastructure investment bank","Switzerland"
"2020",NA,"0.2","4.2%","asian infrastructure investment bank","Switzerland"
"2021",NA,"NA","NA%","asian infrastructure investment bank","Switzerland"
"2022",NA,"NA","NA%","asian infrastructure investment bank","Switzerland"
"2018","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Switzerland"
"2019","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Switzerland"
"2020","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Switzerland"
"2021","WHO - strategic preparedness and response plan","0","0.1%","world health organisation strategic preparedness and response plan","Switzerland"
"2022","WHO - strategic preparedness and response plan","NA","NA%","world health organisation strategic preparedness and response plan","Switzerland"
