year,Sub-Sector,Bilateral ODA for,Share,Donor
2020,Medical research,525.59,23.4%,United Kingdom
2020,COVID-19 control,456.53,20.3%,United Kingdom
2020,Infectious disease control,236.92,10.6%,United Kingdom
2020,Family planning,229.78,10.2%,United Kingdom
2020,Health policy and administrative management,203.6,9.1%,United Kingdom
2020,Reproductive health care,152.81,6.8%,United Kingdom
2020,Basic health care,144.45,6.4%,United Kingdom
2020,Basic nutrition,137.9,6.1%,United Kingdom
2020,Malaria control,26.0,1.2%,United Kingdom
2020,Research for prevention and control of NCDs,24.8,1.1%,United Kingdom
2020,Health personnel development,21.86,1.0%,United Kingdom
2020,Health education,17.67,0.8%,United Kingdom
2020,Personnel development for population and reproductive health,15.87,0.7%,United Kingdom
2020,Population policy and administrative management,15.26,0.7%,United Kingdom
2020,STD control including HIV/AIDS,13.29,0.6%,United Kingdom
2020,"NCDs control, general",6.47,0.3%,United Kingdom
2020,Tobacco use control,5.69,0.3%,United Kingdom
2020,Tuberculosis control,4.15,0.2%,United Kingdom
2020,Medical services,2.32,0.1%,United Kingdom
2020,Promotion of mental health and well-being,1.42,0.1%,United Kingdom
2020,Medical education/training,0.5,0.0%,United Kingdom
2020,Other prevention and treatment of NCDs,0.47,0.0%,United Kingdom
2020,Basic health infrastructure,0.09,0.0%,United Kingdom
2019,Medical research,538.8,25.0%,United Kingdom
2019,Family planning,371.37,17.2%,United Kingdom
2019,Infectious disease control,269.48,12.5%,United Kingdom
2019,Health policy and administrative management,226.11,10.5%,United Kingdom
2019,Reproductive health care,221.53,10.3%,United Kingdom
2019,Basic nutrition,192.17,8.9%,United Kingdom
2019,Basic health care,171.84,8.0%,United Kingdom
2019,Malaria control,38.23,1.8%,United Kingdom
2019,Health education,31.23,1.5%,United Kingdom
2019,Research for prevention and control of NCDs,22.29,1.0%,United Kingdom
2019,Personnel development for population and reproductive health,21.43,1.0%,United Kingdom
2019,Health personnel development,13.67,0.6%,United Kingdom
2019,STD control including HIV/AIDS,12.71,0.6%,United Kingdom
2019,Population policy and administrative management,11.48,0.5%,United Kingdom
2019,Tuberculosis control,5.19,0.2%,United Kingdom
2019,Medical services,1.83,0.1%,United Kingdom
2019,Tobacco use control,1.38,0.1%,United Kingdom
2019,Promotion of mental health and well-being,1.16,0.1%,United Kingdom
2019,Other prevention and treatment of NCDs,0.62,0.0%,United Kingdom
2019,Medical education/training,0.42,0.0%,United Kingdom
2019,Basic health infrastructure,0.21,0.0%,United Kingdom
