year,Sub-Sector,Bilateral ODA for,Share,Donor
2021,Agricultural financial services,14.97,3.0%,Japan
2021,Agricultural education/training,10.97,2.2%,Japan
2021,Livestock/veterinary services,5.49,1.1%,Japan
2021,Livestock,4.01,0.8%,Japan
2021,Agricultural research,2.37,0.5%,Japan
2021,Fishery services,2.36,0.5%,Japan
2021,Fishery education/training,2.33,0.5%,Japan
2021,Agrarian reform,1.42,0.3%,Japan
2021,Agricultural inputs,1.37,0.3%,Japan
2021,Agricultural land resources,1.15,0.2%,Japan
2021,Agricultural co-operatives,0.39,0.1%,Japan
2021,Fishery research,0.32,0.1%,Japan
2021,Forestry research,0.02,0.0%,Japan
2021,Agricultural extension,0.02,0.0%,Japan
2021,Fuelwood/charcoal,,,Japan
2021,Industrial crops/export crops,,,Japan
2020,Agricultural financial services,167.97,23.9%,Japan
2020,Agricultural water resources,155.86,22.2%,Japan
2020,Agricultural development,54.45,7.8%,Japan
2020,Fishery development,49.86,7.1%,Japan
2020,Rural development,48.96,7.0%,Japan
2020,Industrial crops/export crops,44.64,6.4%,Japan
2020,Fishing policy and administrative management,31.88,4.5%,Japan
2020,Forestry development,30.85,4.4%,Japan
2020,Food crop production,28.49,4.1%,Japan
2020,Agricultural policy and administrative management,24.53,3.5%,Japan
2020,Forestry policy and administrative management,23.24,3.3%,Japan
2020,Agricultural services,16.57,2.4%,Japan
2020,Agricultural education/training,5.78,0.8%,Japan
2020,Agricultural research,3.93,0.6%,Japan
2020,Livestock,3.63,0.5%,Japan
2020,Livestock/veterinary services,3.15,0.4%,Japan
2020,Fishery education/training,2.94,0.4%,Japan
2020,Agricultural inputs,2.2,0.3%,Japan
2020,Agricultural land resources,0.79,0.1%,Japan
2020,Fishery services,0.74,0.1%,Japan
2020,Fishery research,0.65,0.1%,Japan
2020,Agricultural co-operatives,0.5,0.1%,Japan
2020,Agrarian reform,0.18,0.0%,Japan
2020,Forestry research,0.03,0.0%,Japan
2020,Forestry education/training,0.02,0.0%,Japan
2020,Fuelwood/charcoal,,,Japan
2019,Agricultural water resources,136.31,20.2%,Japan
2019,Fishery development,121.6,18.0%,Japan
2019,Rural development,64.18,9.5%,Japan
2019,Industrial crops/export crops,61.39,9.1%,Japan
2019,Agricultural financial services,52.08,7.7%,Japan
2019,Forestry development,35.16,5.2%,Japan
2019,Forestry policy and administrative management,34.32,5.1%,Japan
2019,Agricultural policy and administrative management,31.3,4.6%,Japan
2019,Agricultural development,31.15,4.6%,Japan
2019,Food crop production,24.58,3.6%,Japan
2019,Fishing policy and administrative management,19.01,2.8%,Japan
2019,Agricultural services,16.1,2.4%,Japan
2019,Fishery services,7.81,1.2%,Japan
2019,Agricultural research,7.76,1.1%,Japan
2019,Agricultural education/training,7.35,1.1%,Japan
2019,Livestock,7.03,1.0%,Japan
2019,Agrarian reform,6.63,1.0%,Japan
2019,Agricultural inputs,3.41,0.5%,Japan
2019,Livestock/veterinary services,3.11,0.5%,Japan
2019,Fishery education/training,2.41,0.4%,Japan
2019,Agricultural land resources,2.07,0.3%,Japan
2019,Fishery research,0.45,0.1%,Japan
2019,Forestry services,0.2,0.0%,Japan
2019,Plant and post-harvest protection and pest control,0.16,0.0%,Japan
2019,Forestry education/training,0.13,0.0%,Japan
2019,Agricultural extension,0.07,0.0%,Japan
2019,Forestry research,0.02,0.0%,Japan
2019,Fuelwood/charcoal,,,Japan
