year,Sub-Sector,Bilateral ODA for,Share,Donor
2020,Forestry policy and administrative management,0.95,0.7%,Italy
2020,Forestry development,0.74,0.6%,Italy
2020,Agricultural land resources,0.66,0.5%,Italy
2020,Fishing policy and administrative management,0.6,0.5%,Italy
2020,Livestock/veterinary services,0.51,0.4%,Italy
2020,Agricultural extension,0.27,0.2%,Italy
2020,Fishery development,0.25,0.2%,Italy
2020,Fishery education/training,0.09,0.1%,Italy
2020,Fishery research,0.05,0.0%,Italy
2020,Industrial crops/export crops,0.04,0.0%,Italy
2020,Agricultural alternative development,0.03,0.0%,Italy
2020,Plant and post-harvest protection and pest control,0.01,0.0%,Italy
2020,Forestry education/training,0.0,0.0%,Italy
2020,Forestry research,,,Italy
2019,Agricultural development,27.05,35.2%,Italy
2019,Rural development,14.03,18.3%,Italy
2019,Agricultural education/training,4.28,5.6%,Italy
2019,Agricultural land resources,3.65,4.8%,Italy
2019,Agricultural research,3.17,4.1%,Italy
2019,Agricultural co-operatives,3.12,4.1%,Italy
2019,Agricultural policy and administrative management,3.01,3.9%,Italy
2019,Food crop production,2.49,3.2%,Italy
2019,Agricultural services,2.19,2.8%,Italy
2019,Livestock/veterinary services,2.03,2.6%,Italy
2019,Agricultural water resources,1.85,2.4%,Italy
2019,Industrial crops/export crops,1.74,2.3%,Italy
2019,Agricultural inputs,1.56,2.0%,Italy
2019,Agricultural financial services,1.48,1.9%,Italy
2019,Livestock,1.45,1.9%,Italy
2019,Agricultural extension,1.08,1.4%,Italy
2019,Agricultural alternative development,0.97,1.3%,Italy
2019,Fishery development,0.71,0.9%,Italy
2019,Forestry development,0.34,0.4%,Italy
2019,Forestry policy and administrative management,0.31,0.4%,Italy
2019,Fishing policy and administrative management,0.15,0.2%,Italy
2019,Plant and post-harvest protection and pest control,0.08,0.1%,Italy
2019,Fishery education/training,0.01,0.0%,Italy
2019,Forestry education/training,0.01,0.0%,Italy
2019,Agrarian reform,0.01,0.0%,Italy
2019,Forestry services,0.0,0.0%,Italy
