year,Sub-Sector,Bilateral ODA for,Share,Donor
2021,Agricultural inputs,5.83,0.4%,Germany
2021,Agricultural alternative development,5.76,0.4%,Germany
2021,Agrarian reform,5.39,0.4%,Germany
2021,Livestock,4.61,0.3%,Germany
2021,Agricultural services,3.74,0.3%,Germany
2021,Fuelwood/charcoal,2.4,0.2%,Germany
2021,Forestry research,1.12,0.1%,Germany
2021,Plant and post-harvest protection and pest control,0.68,0.0%,Germany
2021,Forestry education/training,0.47,0.0%,Germany
2021,Fishery services,0.42,0.0%,Germany
2021,Livestock/veterinary services,0.17,0.0%,Germany
2021,Fishery research,0.09,0.0%,Germany
2021,Forestry services,0.0,0.0%,Germany
2020,Agricultural development,420.49,28.0%,Germany
2020,Rural development,231.08,15.4%,Germany
2020,Agricultural financial services,197.1,13.1%,Germany
2020,Forestry policy and administrative management,182.38,12.2%,Germany
2020,Agricultural policy and administrative management,108.03,7.2%,Germany
2020,Agricultural water resources,61.5,4.1%,Germany
2020,Agricultural research,59.13,3.9%,Germany
2020,Forestry development,56.31,3.8%,Germany
2020,Agricultural land resources,41.12,2.7%,Germany
2020,Industrial crops/export crops,28.33,1.9%,Germany
2020,Fishery development,22.31,1.5%,Germany
2020,Agricultural extension,13.4,0.9%,Germany
2020,Agricultural education/training,12.05,0.8%,Germany
2020,Agricultural co-operatives,12.03,0.8%,Germany
2020,Food crop production,11.96,0.8%,Germany
2020,Agricultural inputs,10.3,0.7%,Germany
2020,Agricultural alternative development,7.76,0.5%,Germany
2020,Fishing policy and administrative management,7.45,0.5%,Germany
2020,Livestock,4.37,0.3%,Germany
2020,Agrarian reform,3.87,0.3%,Germany
2020,Fuelwood/charcoal,3.5,0.2%,Germany
2020,Agricultural services,3.43,0.2%,Germany
2020,Forestry research,1.24,0.1%,Germany
2020,Fishery services,0.64,0.0%,Germany
2020,Plant and post-harvest protection and pest control,0.46,0.0%,Germany
2020,Forestry education/training,0.23,0.0%,Germany
2020,Fishery research,0.01,0.0%,Germany
2019,Agricultural development,275.62,26.1%,Germany
2019,Rural development,209.02,19.8%,Germany
2019,Agricultural policy and administrative management,92.11,8.7%,Germany
2019,Forestry policy and administrative management,86.43,8.2%,Germany
2019,Agricultural water resources,76.17,7.2%,Germany
2019,Agricultural land resources,49.98,4.7%,Germany
2019,Forestry development,43.94,4.2%,Germany
2019,Agricultural research,41.49,3.9%,Germany
2019,Agricultural financial services,39.09,3.7%,Germany
2019,Industrial crops/export crops,32.44,3.1%,Germany
2019,Fishery development,17.29,1.6%,Germany
2019,Agricultural extension,12.85,1.2%,Germany
2019,Fishing policy and administrative management,12.81,1.2%,Germany
2019,Agricultural co-operatives,12.39,1.2%,Germany
2019,Food crop production,11.58,1.1%,Germany
2019,Agricultural education/training,11.46,1.1%,Germany
2019,Agricultural alternative development,11.44,1.1%,Germany
2019,Agricultural inputs,4.85,0.5%,Germany
2019,Forestry education/training,3.16,0.3%,Germany
2019,Agrarian reform,3.14,0.3%,Germany
2019,Livestock,2.72,0.3%,Germany
2019,Agricultural services,2.35,0.2%,Germany
2019,Forestry research,1.97,0.2%,Germany
2019,Plant and post-harvest protection and pest control,1.41,0.1%,Germany
2019,Fuelwood/charcoal,1.33,0.1%,Germany
2019,Fishery services,0.32,0.0%,Germany
2019,Livestock/veterinary services,0.31,0.0%,Germany
2019,Fishery research,0.2,0.0%,Germany
