year,Sub-Sector,Bilateral ODA for,Share,Donor
2022,Plant and post-harvest protection and pest control,0.0,0.0%,Spain
2021,Agricultural development,27.12,33.2%,Spain
2021,Food crop production,12.68,15.5%,Spain
2021,Rural development,11.53,14.1%,Spain
2021,Agricultural financial services,7.87,9.6%,Spain
2021,Agricultural co-operatives,5.73,7.0%,Spain
2021,Agricultural alternative development,4.4,5.4%,Spain
2021,Agricultural policy and administrative management,1.73,2.1%,Spain
2021,Agricultural water resources,1.65,2.0%,Spain
2021,Livestock,1.59,1.9%,Spain
2021,Agricultural education/training,1.38,1.7%,Spain
2021,Fishery development,1.35,1.6%,Spain
2021,Agricultural land resources,0.91,1.1%,Spain
2021,Agricultural services,0.9,1.1%,Spain
2021,Agricultural research,0.78,1.0%,Spain
2021,Agricultural extension,0.43,0.5%,Spain
2021,Forestry development,0.33,0.4%,Spain
2021,Livestock/veterinary services,0.3,0.4%,Spain
2021,Forestry education/training,0.26,0.3%,Spain
2021,Fishing policy and administrative management,0.24,0.3%,Spain
2021,Fishery research,0.19,0.2%,Spain
2021,Plant and post-harvest protection and pest control,0.16,0.2%,Spain
2021,Agricultural inputs,0.11,0.1%,Spain
2021,Industrial crops/export crops,0.05,0.1%,Spain
2021,Fishery education/training,0.04,0.0%,Spain
2021,Forestry research,0.02,0.0%,Spain
2021,Agrarian reform,0.01,0.0%,Spain
2021,Fishery services,0.0,0.0%,Spain
2021,Forestry services,0.0,0.0%,Spain
2021,Fuelwood/charcoal,0.0,0.0%,Spain
2021,Forestry policy and administrative management,0.0,0.0%,Spain
2020,Agricultural development,19.31,28.7%,Spain
2020,Food crop production,10.75,15.9%,Spain
2020,Rural development,10.12,15.0%,Spain
2020,Agricultural co-operatives,6.0,8.9%,Spain
2020,Agricultural policy and administrative management,4.83,7.2%,Spain
2020,Agricultural water resources,4.23,6.3%,Spain
2020,Agricultural alternative development,3.97,5.9%,Spain
2020,Agricultural education/training,1.68,2.5%,Spain
2020,Fishery development,1.26,1.9%,Spain
2020,Agricultural inputs,0.98,1.5%,Spain
2020,Livestock,0.91,1.4%,Spain
2020,Forestry development,0.79,1.2%,Spain
2020,Agricultural research,0.52,0.8%,Spain
2020,Agricultural land resources,0.42,0.6%,Spain
2020,Livestock/veterinary services,0.34,0.5%,Spain
2020,Fishing policy and administrative management,0.32,0.5%,Spain
2020,Agricultural extension,0.28,0.4%,Spain
2020,Agricultural services,0.24,0.4%,Spain
2020,Plant and post-harvest protection and pest control,0.15,0.2%,Spain
2020,Forestry education/training,0.08,0.1%,Spain
2020,Fishery education/training,0.07,0.1%,Spain
2020,Industrial crops/export crops,0.06,0.1%,Spain
2020,Forestry policy and administrative management,0.06,0.1%,Spain
2020,Forestry services,0.02,0.0%,Spain
2020,Forestry research,0.0,0.0%,Spain
2020,Fuelwood/charcoal,0.0,0.0%,Spain
2020,Fishery services,0.0,0.0%,Spain
2020,Fishery research,0.0,0.0%,Spain
2019,Agricultural development,21.06,35.0%,Spain
2019,Rural development,10.38,17.3%,Spain
2019,Food crop production,7.36,12.2%,Spain
2019,Agricultural policy and administrative management,5.06,8.4%,Spain
2019,Agricultural co-operatives,3.83,6.4%,Spain
2019,Agricultural water resources,2.39,4.0%,Spain
2019,Livestock,1.56,2.6%,Spain
2019,Fishery development,0.9,1.5%,Spain
2019,Forestry development,0.84,1.4%,Spain
2019,Agricultural land resources,0.82,1.4%,Spain
2019,Agricultural alternative development,0.81,1.3%,Spain
2019,Agricultural education/training,0.8,1.3%,Spain
2019,Agricultural inputs,0.77,1.3%,Spain
2019,Agricultural research,0.75,1.2%,Spain
2019,Industrial crops/export crops,0.59,1.0%,Spain
2019,Agricultural extension,0.5,0.8%,Spain
2019,Livestock/veterinary services,0.34,0.6%,Spain
2019,Agricultural services,0.28,0.5%,Spain
2019,Forestry policy and administrative management,0.28,0.5%,Spain
2019,Fishery services,0.25,0.4%,Spain
2019,Fishing policy and administrative management,0.22,0.4%,Spain
2019,Plant and post-harvest protection and pest control,0.13,0.2%,Spain
2019,Forestry research,0.09,0.2%,Spain
2019,Agricultural financial services,0.08,0.1%,Spain
2019,Forestry services,0.05,0.1%,Spain
2019,Fishery research,0.0,0.0%,Spain
2019,Fuelwood/charcoal,0.0,0.0%,Spain
