"Year","Sector","Bilateral ODA for","Share","Donor"
"2019","Food aid and commodity assistance",1.31328,"0%","Luxembourg"
"2020","Food aid and commodity assistance",0,"0%","Luxembourg"
"2021","Food aid and commodity assistance",3.290244,"1%","Luxembourg"
"2017","Conflict, peace & security",3.231878,"1%","Luxembourg"
"2018","Conflict, peace & security",4.515476,"1%","Luxembourg"
"2019","Conflict, peace & security",3.460271,"1%","Luxembourg"
"2020","Conflict, peace & security",2.431165,"1%","Luxembourg"
"2021","Conflict, peace & security",1.594654,"0%","Luxembourg"
"2017","Environmental protection",1.186671,"0%","Luxembourg"
"2018","Environmental protection",0.341799,"0%","Luxembourg"
"2019","Environmental protection",0.224365,"0%","Luxembourg"
"2020","Environmental protection",0.811605,"0%","Luxembourg"
"2021","Environmental protection",0.632212,"0%","Luxembourg"
"2017","Industry, construction & mining",1.451479,"0%","Luxembourg"
"2018","Industry, construction & mining",2.332887,"1%","Luxembourg"
"2019","Industry, construction & mining",0.006724,"0%","Luxembourg"
"2020","Industry, construction & mining",0,"0%","Luxembourg"
"2021","Industry, construction & mining",0.594549,"0%","Luxembourg"
"2017","Refugees in donor countries",0,"0%","Luxembourg"
"2018","Refugees in donor countries",0,"0%","Luxembourg"
"2019","Refugees in donor countries",0.280994,"0%","Luxembourg"
"2020","Refugees in donor countries",0.176496,"0%","Luxembourg"
"2021","Refugees in donor countries",0,"0%","Luxembourg"
"2017","Tourism",0.677787,"0%","Luxembourg"
"2018","Tourism",0.625757,"0%","Luxembourg"
"2019","Tourism",0.103166,"0%","Luxembourg"
"2020","Tourism",0.120403,"0%","Luxembourg"
"2021","Tourism",0,"0%","Luxembourg"
"2017","Trade policy",0.093893,"0%","Luxembourg"
"2018","Trade policy",2.087625,"1%","Luxembourg"
"2019","Trade policy",1.990819,"0%","Luxembourg"
"2020","Trade policy",0.576432,"0%","Luxembourg"
"2021","Trade policy",0,"0%","Luxembourg"
