"Year","Sector","Bilateral ODA for","Share","Donor"
"2018","Trade policy",7.183032,"0.36%","Denmark"
"2019","Trade policy",6.16845,"0.30%","Denmark"
"2020","Trade policy",3.507318,"0.19%","Denmark"
"2021","Trade policy",0.977301,"0.05%","Denmark"
"2017","Infrastructure",7.64965,"0.38%","Denmark"
"2018","Infrastructure",24.621818,"1.24%","Denmark"
"2019","Infrastructure",5.244743,"0.26%","Denmark"
"2020","Infrastructure",0.741412,"0.04%","Denmark"
"2021","Infrastructure",0.711095,"0.03%","Denmark"
"2017","General budget support",12.803509,"0.63%","Denmark"
"2018","General budget support",14.424747,"0.73%","Denmark"
"2019","General budget support",0.197329,"0.01%","Denmark"
"2020","General budget support",1.043881,"0.06%","Denmark"
"2021","General budget support",0.071444,"0.00%","Denmark"
"2017","Tourism",0,"0.00%","Denmark"
"2018","Tourism",0,"0.00%","Denmark"
"2019","Tourism",0,"0.00%","Denmark"
"2020","Tourism",0,"0.00%","Denmark"
"2021","Tourism",0,"0.00%","Denmark"
