"Year","Sector","Bilateral ODA for","Share","Donor"
2021,"Population policy and administrative management",1.869641,"0.0410168156261514%","Finland"
2017,"Reproductive health care",7.961273,"0.372281569140361%","Finland"
2018,"Reproductive health care",5.425843,"0.241556873308836%","Finland"
2019,"Reproductive health care",6.092849,"0.267748182855316%","Finland"
2020,"Reproductive health care",11.794984,"0.291010935117723%","Finland"
2021,"Reproductive health care",8.704463,"0.190961448746394%","Finland"
2017,"Family planning",0.409811,"0.0191634029044074%","Finland"
2018,"Family planning",1.487034,"0.0662022995401694%","Finland"
2019,"Family planning",1.26288,"0.0554968332818229%","Finland"
2020,"Family planning",1.035655,"0.0255521270744704%","Finland"
2021,"Family planning",1.13276,"0.024850871407227%","Finland"
2017,"STD control including HIV/AIDS",0.043143,"0.00201743411354222%","Finland"
2018,"STD control including HIV/AIDS",0.644751,"0.0287041176131977%","Finland"
2019,"STD control including HIV/AIDS",0.004923,"0.000216339565316114%","Finland"
2020,"STD control including HIV/AIDS",0.000666,"0.0000164318393978663%","Finland"
2017,"Personnel development for population and reproductive health",0.279588,"0.0130739718827398%","Finland"
2018,"Personnel development for population and reproductive health",0.157989,"0.00703362203019691%","Finland"
2019,"Personnel development for population and reproductive health",0.268577,"0.011802525174468%","Finland"
2020,"Personnel development for population and reproductive health",0.25346,"0.00625347449516998%","Finland"
2021,"Personnel development for population and reproductive health",0.331125,"0.00726433206920975%","Finland"
2018,"Promotion of mental health and well-being",0.016043,"0.000714229460471609%","Finland"
2019,"Promotion of mental health and well-being",0.01571,"0.000690370621798933%","Finland"
2020,"Promotion of mental health and well-being",0.244899,"0.00604225380885596%","Finland"
2021,"Promotion of mental health and well-being",0.221108,"0.00485074197103459%","Finland"
2018,"Other prevention and treatment of NCDs",0.061406,"0.00273377636662218%","Finland"
2019,"Other prevention and treatment of NCDs",0.521217,"0.0229047042891263%","Finland"
2020,"Other prevention and treatment of NCDs",0.576646,"0.0142272589510841%","Finland"
2020,"COVID-19 control",1.928224,"0.0475739746112784%","Finland"
2021,"COVID-19 control",5.321665,"0.116748483868905%","Finland"
