"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2020","Ukraine",NA,0,NA,"Finland"
"2021","Ukraine",NA,0,NA,"Finland"
"2017","Ukraine",NA,NA,"1.19%","Finland"
"2018","Ukraine",NA,NA,"1.12%","Finland"
"2019","Ukraine",NA,NA,"1.47%","Finland"
"2020","Ukraine",NA,NA,"1.15%","Finland"
"2021","Ukraine",NA,NA,"1.49%","Finland"
"2017","West Bank and Gaza Strip",5.805315,NA,"0.90%","Finland"
"2018","West Bank and Gaza Strip",8.754085,NA,"1.87%","Finland"
"2019","West Bank and Gaza Strip",7.968142,NA,"1.32%","Finland"
"2020","West Bank and Gaza Strip",10.46754,NA,"1.79%","Finland"
"2021","West Bank and Gaza Strip",10.188558,NA,"1.68%","Finland"
"2017","West Bank and Gaza Strip",NA,0,NA,"Finland"
"2018","West Bank and Gaza Strip",NA,0,NA,"Finland"
"2019","West Bank and Gaza Strip",NA,0,NA,"Finland"
"2020","West Bank and Gaza Strip",NA,0,NA,"Finland"
"2021","West Bank and Gaza Strip",NA,0,NA,"Finland"
"2017","West Bank and Gaza Strip",NA,NA,"0.84%","Finland"
"2018","West Bank and Gaza Strip",NA,NA,"1.67%","Finland"
"2019","West Bank and Gaza Strip",NA,NA,"1.20%","Finland"
"2020","West Bank and Gaza Strip",NA,NA,"1.50%","Finland"
"2021","West Bank and Gaza Strip",NA,NA,"1.45%","Finland"
"2017","South Sudan",6.827302,NA,"1.06%","Finland"
"2018","South Sudan",5.248709,NA,"1.12%","Finland"
"2019","South Sudan",8.231751,NA,"1.36%","Finland"
"2020","South Sudan",6.055377,NA,"1.04%","Finland"
"2021","South Sudan",6.856334,NA,"1.13%","Finland"
"2017","South Sudan",NA,0,NA,"Finland"
"2018","South Sudan",NA,0,NA,"Finland"
"2019","South Sudan",NA,0,NA,"Finland"
"2020","South Sudan",NA,0,NA,"Finland"
"2021","South Sudan",NA,0,NA,"Finland"
"2017","South Sudan",NA,NA,"0.99%","Finland"
"2018","South Sudan",NA,NA,"1.00%","Finland"
"2019","South Sudan",NA,NA,"1.24%","Finland"
"2020","South Sudan",NA,NA,"0.87%","Finland"
"2021","South Sudan",NA,NA,"0.97%","Finland"
"2017","Uganda",5.585083,NA,"0.87%","Finland"
"2018","Uganda",5.628667,NA,"1.20%","Finland"
"2019","Uganda",5.442841,NA,"0.90%","Finland"
"2020","Uganda",7.218969,NA,"1.23%","Finland"
"2021","Uganda",6.368035,NA,"1.05%","Finland"
"2017","Uganda",NA,0,NA,"Finland"
"2018","Uganda",NA,0,NA,"Finland"
"2019","Uganda",NA,0,NA,"Finland"
"2020","Uganda",NA,0,NA,"Finland"
"2021","Uganda",NA,0,NA,"Finland"
"2017","Uganda",NA,NA,"0.81%","Finland"
"2018","Uganda",NA,NA,"1.08%","Finland"
"2019","Uganda",NA,NA,"0.82%","Finland"
"2020","Uganda",NA,NA,"1.03%","Finland"
"2021","Uganda",NA,NA,"0.90%","Finland"
"2017","Zambia",12.323196,NA,"1.91%","Finland"
"2018","Zambia",6.766236,NA,"1.45%","Finland"
"2019","Zambia",2.815251,NA,"0.47%","Finland"
"2020","Zambia",2.882216,NA,"0.49%","Finland"
"2021","Zambia",4.495436,NA,"0.74%","Finland"
