"Year","Sector","Bilateral ODA for","Share","Donor"
"2021","Infrastructure",4.291163,"0.14%","Switzerland"
"2017","Debt relief",0,"0.00%","Switzerland"
"2018","Debt relief",0,"0.00%","Switzerland"
"2019","Debt relief",0,"0.00%","Switzerland"
"2020","Debt relief",0,"0.00%","Switzerland"
"2021","Debt relief",0,"0.00%","Switzerland"
"2017","Food aid and commodity assistance",6.631173,"0.26%","Switzerland"
"2018","Food aid and commodity assistance",4.384435,"0.17%","Switzerland"
"2019","Food aid and commodity assistance",0,"0.00%","Switzerland"
"2020","Food aid and commodity assistance",1.079111,"0.04%","Switzerland"
"2021","Food aid and commodity assistance",0,"0.00%","Switzerland"
