"Year","Multi_short","ODA","Share","full name","country"
"2021","WFP",2.365184,"2%","World Food Programme","Luxembourg"
"2017","WHO - assessed contributions",8.915264,"7%","World Health Organisation - assessed contributions","Luxembourg"
"2018","WHO - assessed contributions",12.370553,"8%","World Health Organisation - assessed contributions","Luxembourg"
"2019","WHO - assessed contributions",0.272302,"0%","World Health Organisation - assessed contributions","Luxembourg"
"2020","WHO - assessed contributions",9.703462,"7%","World Health Organisation - assessed contributions","Luxembourg"
"2021","WHO - assessed contributions",8.94568,"6%","World Health Organisation - assessed contributions","Luxembourg"
"2017","EUI",45.422044,"35%","European Union Institutions","Luxembourg"
"2018","EUI",46.015515,"29%","European Union Institutions","Luxembourg"
"2019","EUI",47.259443,"27%","European Union Institutions","Luxembourg"
"2020","EUI",54.044646,"37%","European Union Institutions","Luxembourg"
"2021","EUI",50.443024,"34%","European Union Institutions","Luxembourg"
"2017","EC - Development Share of Budget",44.327511,"34%","European Commission - Development Share of Budget","Luxembourg"
"2018","EC - Development Share of Budget",45.116818,"28%","European Commission - Development Share of Budget","Luxembourg"
"2019","EC - Development Share of Budget",46.195687,"26%","European Commission - Development Share of Budget","Luxembourg"
"2020","EC - Development Share of Budget",52.27516,"36%","European Commission - Development Share of Budget","Luxembourg"
"2021","EC - Development Share of Budget",39.128766,"27%","European Commission - Development Share of Budget","Luxembourg"
"2021","EC - EDF",10.396913,"8%","European Commission - European Development Fund","Luxembourg"
"2017","EIB",1.094533,"1%","European Investment Bank","Luxembourg"
"2018","EIB",0.898697,"1%","European Investment Bank","Luxembourg"
"2019","EIB",1.063756,"1%","European Investment Bank","Luxembourg"
"2020","EIB",1.769486,"1%","European Investment Bank","Luxembourg"
"2021","EIB",0.917345,"1%","European Investment Bank","Luxembourg"
"2017","WB",23.352301,"14%","World Bank Group (WB)","Luxembourg"
"2018","WB",22.374217,"13%","World Bank Group (WB)","Luxembourg"
"2019","WB",24.512363,"17%","World Bank Group (WB)","Luxembourg"
"2020","WB",22.239897,"15%","World Bank Group (WB)","Luxembourg"
"2021","WB",23.368022,"18%","World Bank Group (WB)","Luxembourg"
"2017","IBRD",0.339917,"0%","International Bank for Reconstruction and Development","Luxembourg"
"2018","IBRD",1.730823,"1%","International Bank for Reconstruction and Development","Luxembourg"
"2017","IDA",18.049595,"12%","International Development Association","Luxembourg"
"2018","IDA",20.643394,"14%","International Development Association","Luxembourg"
"2019","IDA",24.512363,"19%","International Development Association","Luxembourg"
"2020","IDA",19.991427,"12%","International Development Association","Luxembourg"
"2021","IDA",21.298486,"12%","International Development Association","Luxembourg"
"2017","	
Regional Development Banks",14.876724,"10%","Regional Development Banks","Luxembourg"
"2018","	
Regional Development Banks",9.252802,"6%","Regional Development Banks","Luxembourg"
"2019","	
Regional Development Banks",14.054193,"11%","Regional Development Banks","Luxembourg"
"2020","	
Regional Development Banks",10.256698,"6%","Regional Development Banks","Luxembourg"
"2021","	
Regional Development Banks",17.711769,"10%","Regional Development Banks","Luxembourg"
"2019","AfDB",1.558604,"1%","African Development Bank","Luxembourg"
"2017","African Development Fund",4.522067,"3%","African Development Fund","Luxembourg"
"2018","African Development Fund",4.806788,"4%","African Development Fund","Luxembourg"
"2019","African Development Fund",5.154332,"3%","African Development Fund","Luxembourg"
"2020","African Development Fund",4.804472,"3%","African Development Fund","Luxembourg"
"2021","African Development Fund",4.969659,"3%","African Development Fund","Luxembourg"
"2017","ADB",1.506842,"1%","Asian Development Bank","Luxembourg"
"2018","ADB",1.40376,"1%","Asian Development Bank","Luxembourg"
"2019","ADB",1.394143,"1%","Asian Development Bank","Luxembourg"
"2017","ADF",3.156052,"2%","Asian Development Fund","Luxembourg"
"2018","ADF",3.042254,"2%","Asian Development Fund","Luxembourg"
"2019","ADF",3.166317,"2%","Asian Development Fund","Luxembourg"
"2020","ADF",2.941614,"2%","Asian Development Fund","Luxembourg"
"2021","ADF",10.376926,"6%","Asian Development Fund","Luxembourg"
"2019","AIIB",2.780137,"2%","Asian Infrastructure Investment Bank","Luxembourg"
"2017","EBRD",2.719336,"2%","European Bank for Reconstruction and Development","Luxembourg"
"2020","EBRD",2.509909,"2%","European Bank for Reconstruction and Development","Luxembourg"
"2021","EBRD",2.365184,"2%","European Bank for Reconstruction and Development","Luxembourg"
"2017","Other multilateral institutions",8.898695,"6%","Other multilateral institutions","Luxembourg"
"2018","Other multilateral institutions",11.456629,"7%","Other multilateral institutions","Luxembourg"
"2019","Other multilateral institutions",7.070502,"5%","Other multilateral institutions","Luxembourg"
"2020","Other multilateral institutions",8.178988,"6%","Other multilateral institutions","Luxembourg"
"2021","Other multilateral institutions",11.160406,"9%","Other multilateral institutions","Luxembourg"
"2017","Gavi",1.114928,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2018","Gavi",1.09175,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2019","Gavi",1.076889,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2020","Gavi",1.029063,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2021","Gavi",1.182592,"1%","Global Alliance for Vaccines and Immunization","Luxembourg"
"2017","GEF-Least Developed Countries Fund",1.105002,"1%","Global Environment Facility - Least Developed Countries Fund","Luxembourg"
"2018","GEF-Least Developed Countries Fund",1.148135,"1%","Global Environment Facility - Least Developed Countries Fund","Luxembourg"
"2021","GEF-Least Developed Countries Fund",1.4103,"1%","Global Environment Facility - Least Developed Countries Fund","Luxembourg"
"2019","GEF Fund",1.529314,"1%","Global Environment Facility Trust Fund","Luxembourg"
"2020","GEF Fund",1.500236,"1%","Global Environment Facility Trust Fund","Luxembourg"
"2017","Global Fund",3.671104,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2018","Global Fund",3.594786,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2019","Global Fund",3.545855,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2020","Global Fund",3.388377,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
"2021","Global Fund",5.912961,"5%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Luxembourg"
