"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2018","Ethiopia",27.160513,NA,"1.37%","Denmark"
"2019","Ethiopia",109.044941,NA,"5.37%","Denmark"
"2020","Ethiopia",57.690404,NA,"3.14%","Denmark"
"2021","Ethiopia",65.864739,NA,"3.21%","Denmark"
"2017","Ethiopia",NA,0.125651,"0.28%","Denmark"
"2018","Ethiopia",NA,0,NA,"Denmark"
"2019","Ethiopia",NA,0,NA,"Denmark"
"2020","Ethiopia",NA,0,NA,"Denmark"
"2021","Ethiopia",NA,0,NA,"Denmark"
"2017","Ethiopia",NA,NA,"1.74%","Denmark"
"2017","Uganda",52.351542,NA,"2.64%","Denmark"
"2018","Uganda",40.563371,NA,"2.05%","Denmark"
"2019","Uganda",32.669197,NA,"1.61%","Denmark"
"2020","Uganda",73.288428,NA,"3.99%","Denmark"
"2021","Uganda",65.319147,NA,"3.18%","Denmark"
"2017","Uganda",NA,0,NA,"Denmark"
"2018","Uganda",NA,0,NA,"Denmark"
"2019","Uganda",NA,0,NA,"Denmark"
"2020","Uganda",NA,0,NA,"Denmark"
"2021","Uganda",NA,0,NA,"Denmark"
"2017","Uganda",NA,NA,"2.59%","Denmark"
"2017","Kenya",40.549086,NA,"2.05%","Denmark"
"2018","Kenya",44.00342,NA,"2.22%","Denmark"
"2019","Kenya",51.522217,NA,"2.54%","Denmark"
"2020","Kenya",67.212841,NA,"3.66%","Denmark"
"2021","Kenya",54.293838,NA,"2.64%","Denmark"
"2017","Kenya",NA,2.578892,"5.78%","Denmark"
"2018","Kenya",NA,0,NA,"Denmark"
"2019","Kenya",NA,0,NA,"Denmark"
"2020","Kenya",NA,0,NA,"Denmark"
"2021","Kenya",NA,0,NA,"Denmark"
"2017","Kenya",NA,NA,"2.13%","Denmark"
"2017","Tanzania",60.684297,NA,"3.07%","Denmark"
"2018","Tanzania",58.927349,NA,"2.97%","Denmark"
"2019","Tanzania",50.11787,NA,"2.47%","Denmark"
"2020","Tanzania",48.639943,NA,"2.65%","Denmark"
"2021","Tanzania",51.026722,NA,"2.48%","Denmark"
"2017","Tanzania",NA,0,NA,"Denmark"
"2018","Tanzania",NA,0,NA,"Denmark"
"2019","Tanzania",NA,0,NA,"Denmark"
"2020","Tanzania",NA,0,NA,"Denmark"
"2021","Tanzania",NA,0,NA,"Denmark"
"2017","Tanzania",NA,NA,"3.00%","Denmark"
"2017","Somalia",41.988971,NA,"2.12%","Denmark"
"2018","Somalia",20.586556,NA,"1.04%","Denmark"
"2019","Somalia",67.120178,NA,"3.30%","Denmark"
"2020","Somalia",58.364914,NA,"3.18%","Denmark"
"2021","Somalia",43.263025,NA,"2.11%","Denmark"
"2017","Somalia",NA,0,NA,"Denmark"
"2018","Somalia",NA,0,NA,"Denmark"
"2019","Somalia",NA,0,NA,"Denmark"
"2020","Somalia",NA,0,NA,"Denmark"
"2021","Somalia",NA,0,NA,"Denmark"
"2017","Somalia",NA,NA,"2.07%","Denmark"
"2017","Burkina Faso",37.651872,NA,"1.90%","Denmark"
"2018","Burkina Faso",42.335456,NA,"2.14%","Denmark"
"2019","Burkina Faso",33.081933,NA,"1.63%","Denmark"
"2020","Burkina Faso",30.538117,NA,"1.66%","Denmark"
"2021","Burkina Faso",41.772712,NA,"2.03%","Denmark"
"2017","Burkina Faso",NA,0,NA,"Denmark"
"2018","Burkina Faso",NA,0,NA,"Denmark"
"2019","Burkina Faso",NA,0,NA,"Denmark"
"2020","Burkina Faso",NA,0,NA,"Denmark"
"2021","Burkina Faso",NA,0,NA,"Denmark"
"2017","Burkina Faso",NA,NA,"1.86%","Denmark"
"2017","Ukraine",18.891442,NA,"0.95%","Denmark"
"2018","Ukraine",19.911342,NA,"1.00%","Denmark"
"2019","Ukraine",27.839337,NA,"1.37%","Denmark"
"2020","Ukraine",18.235811,NA,"0.99%","Denmark"
"2021","Ukraine",35.215202,NA,"1.71%","Denmark"
"2017","Ukraine",NA,0,NA,"Denmark"
"2018","Ukraine",NA,0,NA,"Denmark"
"2019","Ukraine",NA,0,NA,"Denmark"
"2020","Ukraine",NA,0,NA,"Denmark"
"2021","Ukraine",NA,0,NA,"Denmark"
"2017","Ukraine",NA,NA,"0.93%","Denmark"
"2017","Niger",8.342335,NA,"0.42%","Denmark"
"2018","Niger",18.895574,NA,"0.95%","Denmark"
"2019","Niger",14.782634,NA,"0.73%","Denmark"
"2020","Niger",28.279632,NA,"1.54%","Denmark"
"2021","Niger",31.930809,NA,"1.55%","Denmark"
"2017","Niger",NA,0,NA,"Denmark"
"2018","Niger",NA,0,NA,"Denmark"
"2019","Niger",NA,0,NA,"Denmark"
"2020","Niger",NA,0,NA,"Denmark"
"2021","Niger",NA,0,NA,"Denmark"
"2017","Niger",NA,NA,"0.41%","Denmark"
"2017","Lebanon",7.484861,NA,"0.38%","Denmark"
"2018","Lebanon",9.060968,NA,"0.46%","Denmark"
"2019","Lebanon",11.82328,NA,"0.58%","Denmark"
"2020","Lebanon",14.074314,NA,"0.77%","Denmark"
"2021","Lebanon",31.43453,NA,"1.53%","Denmark"
"2017","Lebanon",NA,0,NA,"Denmark"
"2018","Lebanon",NA,0,NA,"Denmark"
"2019","Lebanon",NA,0,NA,"Denmark"
"2020","Lebanon",NA,0,NA,"Denmark"
"2021","Lebanon",NA,0,NA,"Denmark"
"2017","Lebanon",NA,NA,"0.37%","Denmark"
"2017","Yemen",34.142372,NA,"1.72%","Denmark"
"2018","Yemen",24.027026,NA,"1.21%","Denmark"
"2019","Yemen",46.059068,NA,"2.27%","Denmark"
"2020","Yemen",12.66893,NA,"0.69%","Denmark"
"2021","Yemen",26.199087,NA,"1.28%","Denmark"
"2017","Yemen",NA,0,NA,"Denmark"
"2018","Yemen",NA,0,NA,"Denmark"
"2019","Yemen",NA,0,NA,"Denmark"
"2020","Yemen",NA,0,NA,"Denmark"
"2021","Yemen",NA,0,NA,"Denmark"
"2017","Yemen",NA,NA,"1.69%","Denmark"
"2017","Myanmar",31.989472,NA,"1.62%","Denmark"
"2018","Myanmar",27.079482,NA,"1.37%","Denmark"
"2019","Myanmar",32.913301,NA,"1.62%","Denmark"
"2020","Myanmar",26.702951,NA,"1.45%","Denmark"
"2021","Myanmar",23.361758,NA,"1.14%","Denmark"
"2017","Myanmar",NA,4.020473,"9.02%","Denmark"
"2018","Myanmar",NA,0,NA,"Denmark"
"2019","Myanmar",NA,0,NA,"Denmark"
"2020","Myanmar",NA,0,NA,"Denmark"
"2021","Myanmar",NA,0,NA,"Denmark"
"2017","Myanmar",NA,NA,"1.78%","Denmark"
"2017","Bangladesh",40.084858,NA,"2.02%","Denmark"
"2018","Bangladesh",33.692055,NA,"1.70%","Denmark"
"2019","Bangladesh",31.638344,NA,"1.56%","Denmark"
"2020","Bangladesh",16.500749,NA,"0.90%","Denmark"
"2021","Bangladesh",22.534304,NA,"1.10%","Denmark"
"2017","Bangladesh",NA,0,NA,"Denmark"
"2018","Bangladesh",NA,0,NA,"Denmark"
"2019","Bangladesh",NA,0,NA,"Denmark"
"2020","Bangladesh",NA,0,NA,"Denmark"
"2021","Bangladesh",NA,0,NA,"Denmark"
"2017","Bangladesh",NA,NA,"1.98%","Denmark"
"2017","West Bank and Gaza Strip",21.076698,NA,"1.06%","Denmark"
"2018","West Bank and Gaza Strip",21.187275,NA,"1.07%","Denmark"
"2019","West Bank and Gaza Strip",12.664071,NA,"0.62%","Denmark"
"2020","West Bank and Gaza Strip",20.352841,NA,"1.11%","Denmark"
"2021","West Bank and Gaza Strip",20.422066,NA,"0.99%","Denmark"
"2017","West Bank and Gaza Strip",NA,0,NA,"Denmark"
"2018","West Bank and Gaza Strip",NA,0,NA,"Denmark"
"2019","West Bank and Gaza Strip",NA,0,NA,"Denmark"
"2020","West Bank and Gaza Strip",NA,0,NA,"Denmark"
"2021","West Bank and Gaza Strip",NA,0,NA,"Denmark"
"2017","West Bank and Gaza Strip",NA,NA,"1.04%","Denmark"
"2017","Sudan",4.936986,NA,"0.25%","Denmark"
"2018","Sudan",3.388861,NA,"0.17%","Denmark"
"2019","Sudan",1.178723,NA,"0.06%","Denmark"
"2020","Sudan",9.690119,NA,"0.53%","Denmark"
"2021","Sudan",18.315184,NA,"0.89%","Denmark"
"2017","Sudan",NA,0,NA,"Denmark"
"2018","Sudan",NA,0,NA,"Denmark"
"2019","Sudan",NA,0,NA,"Denmark"
"2020","Sudan",NA,0,NA,"Denmark"
"2021","Sudan",NA,0,NA,"Denmark"
"2017","Sudan",NA,NA,"0.24%","Denmark"
"2017","South Sudan",17.791809,NA,"0.90%","Denmark"
"2018","South Sudan",22.517178,NA,"1.14%","Denmark"
"2019","South Sudan",14.328415,NA,"0.71%","Denmark"
"2020","South Sudan",18.589812,NA,"1.01%","Denmark"
"2021","South Sudan",15.722487,NA,"0.77%","Denmark"
"2017","South Sudan",NA,0,NA,"Denmark"
"2018","South Sudan",NA,0,NA,"Denmark"
"2019","South Sudan",NA,0,NA,"Denmark"
"2020","South Sudan",NA,0,NA,"Denmark"
"2021","South Sudan",NA,0,NA,"Denmark"
"2017","South Sudan",NA,NA,"0.88%","Denmark"
"2017","Iraq",38.027982,NA,"1.92%","Denmark"
"2018","Iraq",4.145398,NA,"0.21%","Denmark"
"2019","Iraq",23.370615,NA,"1.15%","Denmark"
