"Year","Sector","Bilateral ODA for","Share","Donor"
"2019","Agriculture (incl. forestry, fishing, rural development)",40.137104,"0.0669145756606433%","Ireland"
"2020","Agriculture (incl. forestry, fishing, rural development)",36.95828,"0.0679350522880324%","Ireland"
"2021","Agriculture (incl. forestry, fishing, rural development)",32.94031,"0.0529461858504508%","Ireland"
"2017","Other multisector",7.505304,"0.0139800107243667%","Ireland"
"2018","Other multisector",10.052966,"0.0183571517772342%","Ireland"
"2019","Other multisector",25.784883,"0.0429872694453575%","Ireland"
"2020","Other multisector",20.540618,"0.0377568425223928%","Ireland"
"2021","Other multisector",28.777827,"0.0462556720539097%","Ireland"
"2017","Other social services",29.989235,"0.0558604723959952%","Ireland"
"2018","Other social services",25.158941,"0.0459413170691596%","Ireland"
"2019","Other social services",11.672172,"0.0194592623428447%","Ireland"
"2020","Other social services",26.616141,"0.0489245963432455%","Ireland"
"2021","Other social services",20.857838,"0.033525579060628%","Ireland"
"2017","Conflict, peace & security",9.184587,"0.017107984534521%","Ireland"
"2018","Conflict, peace & security",12.16683,"0.0222171590909396%","Ireland"
"2019","Conflict, peace & security",15.445815,"0.0257504915266881%","Ireland"
"2020","Conflict, peace & security",14.992796,"0.0275590850062233%","Ireland"
"2021","Conflict, peace & security",18.488353,"0.0297170176603298%","Ireland"
"2017","Environmental protection",7.664604,"0.0142767363078196%","Ireland"
"2018","Environmental protection",7.522124,"0.0137357245568299%","Ireland"
"2019","Environmental protection",9.341138,"0.0155730788513668%","Ireland"
"2020","Environmental protection",10.802056,"0.0198558547415695%","Ireland"
"2021","Environmental protection",16.878129,"0.0271288447146333%","Ireland"
"2017","Water and sanitation",7.038828,"0.0131111132776197%","Ireland"
"2018","Water and sanitation",4.961424,"0.00905977533388778%","Ireland"
"2019","Water and sanitation",3.011183,"0.00502009394303941%","Ireland"
"2020","Water and sanitation",2.840703,"0.00522165281608805%","Ireland"
"2021","Water and sanitation",2.876545,"0.00462357780413071%","Ireland"
"2017","Trade policy",0.650818,"0.00121226836642605%","Ireland"
"2018","Trade policy",2.196879,"0.00401159630294368%","Ireland"
"2019","Trade policy",2.532828,"0.00422260437228844%","Ireland"
"2020","Trade policy",2.841438,"0.00522300386011476%","Ireland"
"2021","Trade policy",1.772523,"0.00284904216694374%","Ireland"
"2017","Industry, construction & mining",1.671482,"0.00311344301118061%","Ireland"
"2018","Industry, construction & mining",1.095097,"0.0019996946015528%","Ireland"
"2019","Industry, construction & mining",1.622501,"0.00270495265238791%","Ireland"
"2020","Industry, construction & mining",0.647572,"0.00119033779927707%","Ireland"
"2021","Industry, construction & mining",0.947218,"0.00152249873388843%","Ireland"
"2017","Financial services & business support",2.969081,"0.00553046008816077%","Ireland"
"2018","Financial services & business support",2.173492,"0.00396889062696565%","Ireland"
"2019","Financial services & business support",1.850766,"0.00308550466264697%","Ireland"
"2020","Financial services & business support",1.593698,"0.00292946416774083%","Ireland"
"2021","Financial services & business support",0.936582,"0.00150540309536209%","Ireland"
"2017","Food aid and commodity assistance",0.798505,"0.00148736259896473%","Ireland"
"2018","Food aid and commodity assistance",0.011108,"0.0000202836896037963%","Ireland"
"2019","Food aid and commodity assistance",0.608818,"0.00101499097006504%","Ireland"
"2020","Food aid and commodity assistance",0.641431,"0.00117904968857222%","Ireland"
"2021","Food aid and commodity assistance",0.141911,"0.00022809883028494%","Ireland"
"2017","Energy",0.15253,"0.000284115211827216%","Ireland"
"2018","Energy",0.080767,"0.00014748404377294%","Ireland"
"2019","Energy",6.087619,"0.0101489744294623%","Ireland"
"2020","Energy",1.81376,"0.00333397226380507%","Ireland"
"2021","Energy",0.092217,"0.000148223815154472%","Ireland"
"2017","Tourism",0.008599,"0.0000160172209172112%","Ireland"
"2018","Tourism",0.006094,"0.0000111279082143982%","Ireland"
"2019","Tourism",0,"0%","Ireland"
"2020","Tourism",0,"0%","Ireland"
"2021","Tourism",0.024134,"0.0000387914761371335%","Ireland"
"2017","Infrastructure",0.028805,"0.0000536546166438271%","Ireland"
"2018","Infrastructure",0.093154,"0.000170103242829676%","Ireland"
"2019","Infrastructure",0.02997,"0.0000499644875362577%","Ireland"
"2020","Infrastructure",0.047466,"0.0000872498717987889%","Ireland"
"2021","Infrastructure",0.022587,"0.0000363049254789689%","Ireland"
"2017","Debt relief",0,"0%","Ireland"
"2018","Debt relief",0,"0%","Ireland"
"2019","Debt relief",0,"0%","Ireland"
"2020","Debt relief",0,"0%","Ireland"
"2021","Debt relief",0,"0%","Ireland"
"2017","General budget support",0,"0%","Ireland"
"2018","General budget support",0,"0%","Ireland"
"2019","General budget support",0,"0%","Ireland"
"2020","General budget support",0,"0%","Ireland"
"2021","General budget support",0,"0%","Ireland"
