"Year","Sector","Gender-related ODA to","Share","Donor"
"2020","Conflict, peace & security",0.201081,"0.000309598492306567%","Belgium"
"2021","Conflict, peace & security",1.585823,"0.00270501278661195%","Belgium"
"2017","Infrastructure",8.991656,"0.0140462273904652%","Belgium"
"2018","Infrastructure",6.970129,"0.0122759222453178%","Belgium"
"2019","Infrastructure",6.326012,"0.0102392742939279%","Belgium"
"2020","Infrastructure",3.963444,"0.0061023979726653%","Belgium"
"2021","Infrastructure",1.39662,"0.00238228034152486%","Belgium"
"2017","Industry, construction & mining",1.58434,"0.00247496122002551%","Belgium"
"2018","Industry, construction & mining",0.113271,"0.000199495014891316%","Belgium"
"2019","Industry, construction & mining",15.042025,"0.0243470009084903%","Belgium"
"2020","Industry, construction & mining",40.228138,"0.0619380790482469%","Belgium"
"2021","Industry, construction & mining",0.26017,"0.000443784190727989%","Belgium"
"2017","Energy",5.919644,"0.00924731392021704%","Belgium"
"2018","Energy",12.726579,"0.0224142902165648%","Belgium"
"2019","Energy",5.506346,"0.00891256403738604%","Belgium"
"2020","Energy",0.547924,"0.000843622442192865%","Belgium"
"2021","Energy",0,"0%","Belgium"
"2017","Food aid and commodity assistance",1.276833,"0.00199459217052453%","Belgium"
"2018","Food aid and commodity assistance",0,"0%","Belgium"
"2019","Food aid and commodity assistance",0,"0%","Belgium"
"2020","Food aid and commodity assistance",0,"0%","Belgium"
"2021","Food aid and commodity assistance",0,"0%","Belgium"
