"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2017","India",NA,NA,"0.66%","Austria"
"2018","India",NA,NA,"1.04%","Austria"
"2019","India",NA,NA,"1.01%","Austria"
"2020","India",NA,NA,"1.72%","Austria"
"2021","India",NA,NA,"1.62%","Austria"
"2017","Kosovo",9.280242,NA,"1.39%","Austria"
"2018","Kosovo",9.162927,NA,"1.81%","Austria"
"2019","Kosovo",13.560557,NA,"2.79%","Austria"
"2020","Kosovo",11.227042,NA,"2.24%","Austria"
"2021","Kosovo",11.092372,NA,"1.76%","Austria"
"2017","Kosovo",NA,0,NA,"Austria"
"2018","Kosovo",NA,0,NA,"Austria"
"2019","Kosovo",NA,0,NA,"Austria"
"2020","Kosovo",NA,0,NA,"Austria"
"2021","Kosovo",NA,0,NA,"Austria"
"2017","Kosovo",NA,NA,"1.35%","Austria"
"2018","Kosovo",NA,NA,"1.75%","Austria"
"2019","Kosovo",NA,NA,"2.71%","Austria"
"2020","Kosovo",NA,NA,"1.87%","Austria"
"2021","Kosovo",NA,NA,"1.54%","Austria"
"2017","Indonesia",1.038362,NA,"0.16%","Austria"
"2018","Indonesia",2.672078,NA,"0.53%","Austria"
"2019","Indonesia",3.957945,NA,"0.81%","Austria"
"2020","Indonesia",2.8699,NA,"0.57%","Austria"
"2021","Indonesia",9.056735,NA,"1.44%","Austria"
