"Year","Sector","Bilateral ODA for","Share","Donor"
"2020","Conflict, peace & security",4.813872,"1%","Austria"
"2021","Conflict, peace & security",8.616794,"1%","Austria"
"2017","Environmental protection",5.948252,"1%","Austria"
"2018","Environmental protection",4.699741,"1%","Austria"
"2019","Environmental protection",5.674231,"1%","Austria"
"2020","Environmental protection",5.623425,"1%","Austria"
"2021","Environmental protection",8.06365,"1%","Austria"
"2017","Food aid and commodity assistance",0.134184,"0%","Austria"
"2018","Food aid and commodity assistance",0.703435,"0%","Austria"
"2019","Food aid and commodity assistance",0,"0%","Austria"
"2020","Food aid and commodity assistance",2.591971,"0%","Austria"
"2021","Food aid and commodity assistance",0.886944,"0%","Austria"
"2017","Tourism",1.54416,"0%","Austria"
"2018","Tourism",1.130201,"0%","Austria"
"2019","Tourism",1.031426,"0%","Austria"
"2020","Tourism",0.719356,"0%","Austria"
"2021","Tourism",0.337282,"0%","Austria"
"2017","Infrastructure",1.962286,"0%","Austria"
"2018","Infrastructure",3.659065,"1%","Austria"
"2019","Infrastructure",3.667725,"1%","Austria"
"2020","Infrastructure",0.516994,"0%","Austria"
"2021","Infrastructure",0.256078,"0%","Austria"
"2017","Debt relief",11.504264,"2%","Austria"
"2018","Debt relief",13.770995,"3%","Austria"
"2019","Debt relief",0.086708,"0%","Austria"
"2020","Debt relief",15.57932,"3%","Austria"
"2021","Debt relief",0.042862,"0%","Austria"
"2017","General budget support",0,"0%","Austria"
"2018","General budget support",0,"0%","Austria"
"2019","General budget support",0,"0%","Austria"
"2020","General budget support",0,"0%","Austria"
"2021","General budget support",0,"0%","Austria"
"2017","Trade policy",0.03936,"0%","Austria"
"2018","Trade policy",0.071778,"0%","Austria"
"2019","Trade policy",0.018161,"0%","Austria"
"2020","Trade policy",0.081274,"0%","Austria"
"2021","Trade policy",0,"0%","Austria"
