"Year","Multi_short","ODA","Share","full name","country"
"2017","WB",33.538134,"9%","World Bank Group (WB)","Ireland"
"2018","WB",30.090758,"7%","World Bank Group (WB)","Ireland"
"2019","WB",36.56103,"9%","World Bank Group (WB)","Ireland"
"2020","WB",41.301143,"9%","World Bank Group (WB)","Ireland"
"2021","WB",38.613417,"7%","World Bank Group (WB)","Ireland"
"2017","IBRD",3.354661,"1%","International Bank for Reconstruction and Development","Ireland"
"2018","IBRD",0.365623,"0%","International Bank for Reconstruction and Development","Ireland"
"2019","IBRD",5.293905,"1%","International Bank for Reconstruction and Development","Ireland"
"2020","IBRD",5.131224,"1%","International Bank for Reconstruction and Development","Ireland"
"2021","IBRD",5.158911,"1%","International Bank for Reconstruction and Development","Ireland"
"2017","IDA",30.183473,"8%","International Development Association","Ireland"
"2018","IDA",29.725135,"7%","International Development Association","Ireland"
"2019","IDA",31.267125,"7%","International Development Association","Ireland"
"2020","IDA",33.994631,"7%","International Development Association","Ireland"
"2021","IDA",29.162725,"5%","International Development Association","Ireland"
"2017","	
Regional Development Banks",8.910224,"2%","Regional Development Banks","Ireland"
"2018","	
Regional Development Banks",8.900478,"2%","Regional Development Banks","Ireland"
"2019","	
Regional Development Banks",11.541782,"3%","Regional Development Banks","Ireland"
"2020","	
Regional Development Banks",26.845103,"6%","Regional Development Banks","Ireland"
"2021","	
Regional Development Banks",31.737014,"6%","Regional Development Banks","Ireland"
"2020","AfDB",5.946106,"2%","African Development Bank","Ireland"
"2021","AfDB",12.830719,"3%","African Development Bank","Ireland"
"2020","African Development Fund",9.654309,"2%","African Development Fund","Ireland"
"2021","African Development Fund",9.612038,"2%","African Development Fund","Ireland"
"2019","ADB",1.19354,"0%","Asian Development Bank","Ireland"
"2020","ADB",1.478967,"0%","Asian Development Bank","Ireland"
"2017","ADF",4.176793,"1%","Asian Development Fund","Ireland"
"2018","ADF",4.143725,"1%","Asian Development Fund","Ireland"
"2019","ADF",5.595468,"1%","Asian Development Fund","Ireland"
"2020","ADF",5.183528,"1%","Asian Development Fund","Ireland"
"2021","ADF",4.704351,"1%","Asian Development Fund","Ireland"
"2017","AIIB",4.733431,"1%","Asian Infrastructure Investment Bank","Ireland"
"2018","AIIB",4.756753,"1%","Asian Infrastructure Investment Bank","Ireland"
"2019","AIIB",4.74986,"1%","Asian Infrastructure Investment Bank","Ireland"
"2020","AIIB",4.578645,"1%","Asian Infrastructure Investment Bank","Ireland"
"2021","AIIB",4.586227,"1%","Asian Infrastructure Investment Bank","Ireland"
"2017","Other multilateral institutions",23.917872,"6%","Other multilateral institutions","Ireland"
"2018","Other multilateral institutions",27.520427,"6%","Other multilateral institutions","Ireland"
"2019","Other multilateral institutions",29.705044,"6%","Other multilateral institutions","Ireland"
"2020","Other multilateral institutions",31.761582,"6%","Other multilateral institutions","Ireland"
"2021","Other multilateral institutions",37.452132,"10%","Other multilateral institutions","Ireland"
"2018","CGIAR Fund",3.656228,"1%","CGIAR Fund","Ireland"
"2019","CGIAR Fund",3.545025,"1%","CGIAR Fund","Ireland"
"2020","CGIAR Fund",3.563379,"1%","CGIAR Fund","Ireland"
"2021","CGIAR Fund",3.547777,"1%","CGIAR Fund","Ireland"
"2017","Gavi",3.685406,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2018","Gavi",3.656228,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2019","Gavi",3.545025,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2020","Gavi",3.563379,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2021","Gavi",3.547777,"1%","Global Alliance for Vaccines and Immunization","Ireland"
"2018","GEF-Least Developed Countries Fund",1.218743,"0%","Global Environment Facility - Least Developed Countries Fund","Ireland"
"2019","GEF-Least Developed Countries Fund",2.36335,"1%","Global Environment Facility - Least Developed Countries Fund","Ireland"
"2017","GEF Fund",1.745654,"0%","Global Environment Facility Trust Fund","Ireland"
"2018","GEF Fund",1.731833,"0%","Global Environment Facility Trust Fund","Ireland"
"2019","GEF Fund",1.701612,"0%","Global Environment Facility Trust Fund","Ireland"
"2020","GEF Fund",1.710422,"0%","Global Environment Facility Trust Fund","Ireland"
"2021","GEF Fund",1.691107,"0%","Global Environment Facility Trust Fund","Ireland"
"2017","Global Fund",12.284686,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2018","Global Fund",12.187427,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2019","Global Fund",14.770939,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2020","Global Fund",17.816893,"5%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2021","Global Fund",17.738884,"4%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Ireland"
"2017","GCF",2.456937,"1%","Green Climate Fund","Ireland"
"2018","GCF",2.437485,"1%","Green Climate Fund","Ireland"
"2019","GCF",2.36335,"0%","Green Climate Fund","Ireland"
"2020","GCF",4.751171,"1%","Green Climate Fund","Ireland"
"2021","GCF",4.730369,"1%","Green Climate Fund","Ireland"
"2017","IPCC",0.122847,"0%","Intergovernmental Panel on Climate Change","Ireland"
"2019","IPCC",0.118168,"0%","Intergovernmental Panel on Climate Change","Ireland"
"2021","IPCC",0.236518,"0%","Intergovernmental Panel on Climate Change","Ireland"
