"Year","Sector","Bilateral ODA for","Share","Donor"
"2021","Infrastructure",17.695798,"0.0129158117562185%","Belgium"
"2017","Energy",24.161169,"0.0160040289041246%","Belgium"
"2018","Energy",28.183411,"0.0195840037880024%","Belgium"
"2019","Energy",12.431933,"0.00980341489099307%","Belgium"
"2020","Energy",24.296439,"0.0193440957156969%","Belgium"
"2021","Energy",13.042776,"0.00951966334575722%","Belgium"
"2017","Industry, construction & mining",5.949767,"0.00394104453475768%","Belgium"
"2018","Industry, construction & mining",1.952583,"0.00135680499668365%","Belgium"
"2019","Industry, construction & mining",15.572223,"0.0122797446578955%","Belgium"
"2020","Industry, construction & mining",40.822646,"0.032501765859269%","Belgium"
"2021","Industry, construction & mining",12.779656,"0.00932761727983263%","Belgium"
"2017","Conflict, peace & security",6.305137,"0.00417643677722983%","Belgium"
"2018","Conflict, peace & security",9.623341,"0.00668703822249332%","Belgium"
"2019","Conflict, peace & security",10.173137,"0.00802220240037592%","Belgium"
"2020","Conflict, peace & security",9.753976,"0.00776582302256765%","Belgium"
"2021","Conflict, peace & security",10.153322,"0.00741070821741249%","Belgium"
"2017","Trade policy",0.591217,"0.00039161407945989%","Belgium"
"2018","Trade policy",4.039189,"0.00280673949212385%","Belgium"
"2019","Trade policy",4.766219,"0.00375848408436034%","Belgium"
"2020","Trade policy",2.870763,"0.00228561536318475%","Belgium"
"2021","Trade policy",2.840537,"0.00207325158088793%","Belgium"
"2017","Debt relief",17.77468,"0.0117737056713425%","Belgium"
"2018","Debt relief",7.669833,"0.00532959046459443%","Belgium"
"2019","Debt relief",0,"0%","Belgium"
"2020","Debt relief",0,"0%","Belgium"
"2021","Debt relief",0,"0%","Belgium"
"2017","Food aid and commodity assistance",1.276833,"0.000845756769374036%","Belgium"
"2018","Food aid and commodity assistance",0,"0%","Belgium"
"2019","Food aid and commodity assistance",0,"0%","Belgium"
"2020","Food aid and commodity assistance",0,"0%","Belgium"
"2021","Food aid and commodity assistance",0,"0%","Belgium"
"2017","General budget support",0,"0%","Belgium"
"2018","General budget support",0,"0%","Belgium"
"2019","General budget support",0,"0%","Belgium"
"2020","General budget support",0,"0%","Belgium"
"2021","General budget support",0,"0%","Belgium"
"2017","Tourism",0,"0%","Belgium"
"2018","Tourism",0,"0%","Belgium"
"2019","Tourism",0,"0%","Belgium"
"2020","Tourism",0,"0%","Belgium"
"2021","Tourism",0,"0%","Belgium"
