"Year","Sector","Bilateral ODA for","Share","Donor"
2018,"Population policy and administrative management",0.181187,"0.00133178919965979%","Switzerland"
2019,"Population policy and administrative management",0.005486,"0.0000373350474516475%","Switzerland"
2021,"Population policy and administrative management",0.046363,"0.000100887214080912%","Switzerland"
2017,"Reproductive health care",10.536531,"0.0739635760241012%","Switzerland"
2018,"Reproductive health care",10.269662,"0.0754856857045847%","Switzerland"
2019,"Reproductive health care",11.683484,"0.0795121089209925%","Switzerland"
2020,"Reproductive health care",11.840104,"0.0431034171750413%","Switzerland"
2021,"Reproductive health care",11.330803,"0.0246561514131882%","Switzerland"
2017,"Family planning",0.226894,"0.00159273404296086%","Switzerland"
2018,"Family planning",0.021922,"0.000161134534127404%","Switzerland"
2020,"Family planning",0.219286,"0.000798301766491757%","Switzerland"
2021,"Family planning",0.40395,"0.000879006753833542%","Switzerland"
2017,"STD control including HIV/AIDS",8.559756,"0.0600871542686826%","Switzerland"
2018,"STD control including HIV/AIDS",6.431733,"0.0472755360180117%","Switzerland"
2019,"STD control including HIV/AIDS",6.854418,"0.046647834721733%","Switzerland"
2020,"STD control including HIV/AIDS",7.500055,"0.0273036452636526%","Switzerland"
2021,"STD control including HIV/AIDS",8.069842,"0.0175602070067325%","Switzerland"
2017,"Personnel development for population and reproductive health",0.389387,"0.0027333906175853%","Switzerland"
2018,"Personnel development for population and reproductive health",0.094759,"0.00069651251342846%","Switzerland"
2019,"Personnel development for population and reproductive health",0.073508,"0.000500259691592364%","Switzerland"
2020,"Personnel development for population and reproductive health",0.148244,"0.000539676254169459%","Switzerland"
2021,"Personnel development for population and reproductive health",0.285436,"0.000621116900079789%","Switzerland"
2018,"NCDs control, general",0.091854,"0.000675159725286862%","Switzerland"
2019,"NCDs control, general",0.267798,"0.00182250292334238%","Switzerland"
2020,"NCDs control, general",2.713782,"0.00987941302442259%","Switzerland"
2021,"NCDs control, general",3.813963,"0.00829929257549508%","Switzerland"
2018,"Control of harmful use of alcohol and drugs",0.059972,"0.000440815631816836%","Switzerland"
2019,"Control of harmful use of alcohol and drugs",0.14318,"0.000974413433125573%","Switzerland"
2020,"Control of harmful use of alcohol and drugs",0.039781,"0.000144821112942954%","Switzerland"
2021,"Control of harmful use of alcohol and drugs",0.205909,"0.000448063873437581%","Switzerland"
2018,"Promotion of mental health and well-being",1.033157,"0.00759407316282577%","Switzerland"
2019,"Promotion of mental health and well-being",3.057556,"0.0208082388527287%","Switzerland"
2020,"Promotion of mental health and well-being",5.265251,"0.019167932172243%","Switzerland"
2021,"Promotion of mental health and well-being",5.375022,"0.0116962016091196%","Switzerland"
2018,"Other prevention and treatment of NCDs",0.080123,"0.000588932683053098%","Switzerland"
2019,"Other prevention and treatment of NCDs",0.265512,"0.0018069455193186%","Switzerland"
2020,"Other prevention and treatment of NCDs",0.168702,"0.000614152771315507%","Switzerland"
2021,"Other prevention and treatment of NCDs",0.399547,"0.000869425699898329%","Switzerland"
2020,"COVID-19 control",17.546512,"0.0638773634676578%","Switzerland"
2021,"COVID-19 control",134.066678,"0.291732925921591%","Switzerland"
