"Year","Sector","Gender-related ODA to","Share","Donor"
"2021","Unspecified",2.854626,"0.00787489230122164%","Finland"
"2017","Infrastructure",0.485743,"0.0015093915165294%","Finland"
"2018","Infrastructure",6.84862,"0.0313208710326816%","Finland"
"2019","Infrastructure",0.400069,"0.00166933690861432%","Finland"
"2020","Infrastructure",0.240527,"0.000841198013249679%","Finland"
"2021","Infrastructure",2.182301,"0.00602018805400367%","Finland"
"2017","Environmental protection",0.796374,"0.00247464226882237%","Finland"
"2018","Environmental protection",1.378435,"0.00630401232101277%","Finland"
"2019","Environmental protection",0.801414,"0.00334399808353118%","Finland"
"2020","Environmental protection",2.537139,"0.00887316719594173%","Finland"
"2021","Environmental protection",1.79745,"0.00495852177021818%","Finland"
"2017","Energy",86.774646,"0.269642412803153%","Finland"
"2018","Energy",0.820187,"0.00375097045093494%","Finland"
"2019","Energy",0.484579,"0.0020219652355954%","Finland"
"2020","Energy",1.215924,"0.00425246584816924%","Finland"
"2021","Energy",1.49431,"0.00412226691504894%","Finland"
"2017","Food aid and commodity assistance",0.03634,"0.000112922446047969%","Finland"
"2018","Food aid and commodity assistance",0.015092,"0.0000690204136928653%","Finland"
"2019","Food aid and commodity assistance",0.011261,"0.0000469879019066857%","Finland"
"2020","Food aid and commodity assistance",0.081123,"0.000283712458180802%","Finland"
"2021","Food aid and commodity assistance",0.041403,"0.000114216071018578%","Finland"
"2017","Tourism",0.003822,"0.0000118764333735646%","Finland"
"2018","Tourism",0.008565,"0.0000391704110309695%","Finland"
"2019","Tourism",0.003811,"0.0000159018643252268%","Finland"
"2020","Tourism",0,"0%","Finland"
"2021","Tourism",0,"0%","Finland"
