"Year","Sector","Bilateral ODA for","Share","Donor"
2017,"Infectious disease control",1.134275,"0.0270246341771925%","Luxembourg"
2018,"Infectious disease control",0.370473,"0.00873223688200455%","Luxembourg"
2019,"Infectious disease control",4.917559,"0.0719319574413079%","Luxembourg"
2020,"Infectious disease control",0.263895,"0.00727950883707464%","Luxembourg"
2021,"Infectious disease control",0.124838,"0.00231515635715698%","Luxembourg"
2017,"Health education",0.495498,"0.0118054723815041%","Luxembourg"
2018,"Health education",0.755965,"0.0178184792265687%","Luxembourg"
2019,"Health education",1.409693,"0.0206203884653564%","Luxembourg"
2020,"Health education",1.33041,"0.03669918472094%","Luxembourg"
2021,"Health education",1.132246,"0.0209978253798167%","Luxembourg"
2018,"Malaria control",0.015653,"0.000368949164754293%","Luxembourg"
2019,"Malaria control",0.002815,"0.0000411766203918004%","Luxembourg"
2020,"Malaria control",0.008643,"0.000238416017275189%","Luxembourg"
2021,"Malaria control",0.010634,"0.000197210566510256%","Luxembourg"
2017,"Tuberculosis control",0.271575,"0.00647040182201941%","Luxembourg"
2020,"Tuberculosis control",0.058221,"0.00160601862105505%","Luxembourg"
2017,"Health personnel development",0.454196,"0.0108214328489512%","Luxembourg"
2018,"Health personnel development",0.965968,"0.0227683566587475%","Luxembourg"
2019,"Health personnel development",1.090848,"0.0159564596806944%","Luxembourg"
2020,"Health personnel development",0.878857,"0.0242431546563023%","Luxembourg"
2021,"Health personnel development",0.745366,"0.0138230253072676%","Luxembourg"
2017,"Population policy and administrative management",1.180748,"0.0281318752114361%","Luxembourg"
2018,"Population policy and administrative management",0.402559,"0.00948852020790414%","Luxembourg"
2019,"Population policy and administrative management",0.404411,"0.00591555176883425%","Luxembourg"
2020,"Population policy and administrative management",1.882432,"0.0519266389253002%","Luxembourg"
2021,"Population policy and administrative management",2.356011,"0.0436928967476391%","Luxembourg"
2017,"Reproductive health care",2.659626,"0.0633668375818473%","Luxembourg"
2018,"Reproductive health care",4.38671,"0.103396983997911%","Luxembourg"
2019,"Reproductive health care",2.966024,"0.0433857351051401%","Luxembourg"
2020,"Reproductive health care",3.348289,"0.0923621113116194%","Luxembourg"
2021,"Reproductive health care",0.631619,"0.011713554712116%","Luxembourg"
2017,"Family planning",0.018484,"0.000440389974328295%","Luxembourg"
2018,"Family planning",3.750727,"0.0884065414854261%","Luxembourg"
2019,"Family planning",3.359986,"0.0491484433548007%","Luxembourg"
2020,"Family planning",0.011783,"0.000325032503940016%","Luxembourg"
2021,"Family planning",0.001605,"0.0000297651833034569%","Luxembourg"
2017,"STD control including HIV/AIDS",2.095572,"0.0499279863278021%","Luxembourg"
2018,"STD control including HIV/AIDS",2.763453,"0.065135991579106%","Luxembourg"
2019,"STD control including HIV/AIDS",4.872918,"0.0712789679170058%","Luxembourg"
2020,"STD control including HIV/AIDS",1.495187,"0.0412445365754528%","Luxembourg"
2021,"STD control including HIV/AIDS",1.141828,"0.0211755263059312%","Luxembourg"
2017,"Personnel development for population and reproductive health",0.100736,"0.00240008247424449%","Luxembourg"
2018,"Personnel development for population and reproductive health",0.050917,"0.00120013956569312%","Luxembourg"
2019,"Personnel development for population and reproductive health",0.024571,"0.000359414117103705%","Luxembourg"
2019,"NCDs control, general",0.525312,"0.00768404007504706%","Luxembourg"
2020,"Control of harmful use of alcohol and drugs",0.519421,"0.014328159910806%","Luxembourg"
2021,"Control of harmful use of alcohol and drugs",0.177389,"0.00328972965795446%","Luxembourg"
2020,"COVID-19 control",0.878468,"0.0242324241425085%","Luxembourg"
2021,"COVID-19 control",7.986119,"0.148104857269919%","Luxembourg"
