"Year","Multi_short","ODA","Share","full name","country"
"2019","EC - Development Share of Budget",225.999554,"25%","European Commission - Development Share of Budget","Denmark"
"2020","EC - Development Share of Budget",255.612385,"31%","European Commission - Development Share of Budget","Denmark"
"2021","EC - Development Share of Budget",277.756998,"33%","European Commission - Development Share of Budget","Denmark"
"2017","EC - EDF",97.28915,"11%","European Commission - European Development Fund","Denmark"
"2018","EC - EDF",105.969855,"10%","European Commission - European Development Fund","Denmark"
"2019","EC - EDF",109.19373,"12%","European Commission - European Development Fund","Denmark"
"2020","EC - EDF",106.307667,"13%","European Commission - European Development Fund","Denmark"
"2021","EC - EDF",81.131348,"10%","European Commission - European Development Fund","Denmark"
"2017","EIB",3.809179,"0%","European Investment Bank","Denmark"
"2018","EIB",5.05003,"0%","European Investment Bank","Denmark"
"2019","EIB",7.51244,"1%","European Investment Bank","Denmark"
"2020","EIB",7.31489,"1%","European Investment Bank","Denmark"
"2021","EIB",7.045033,"1%","European Investment Bank","Denmark"
"2017","WB",126.895244,"15%","World Bank Group (WB)","Denmark"
"2018","WB",114.470645,"11%","World Bank Group (WB)","Denmark"
"2019","WB",112.439793,"12%","World Bank Group (WB)","Denmark"
"2020","WB",250.277294,"30%","World Bank Group (WB)","Denmark"
"2021","WB",100.52553,"12%","World Bank Group (WB)","Denmark"
"2017","IBRD",4.097085,"0%","International Bank for Reconstruction and Development","Denmark"
"2018","IBRD",0,"0%","International Bank for Reconstruction and Development","Denmark"
"2019","IBRD",0,"0%","International Bank for Reconstruction and Development","Denmark"
"2020","IBRD",31.838217,"4%","International Bank for Reconstruction and Development","Denmark"
"2021","IBRD",4.036925,"0%","International Bank for Reconstruction and Development","Denmark"
"2017","IDA",106.046205,"12%","International Development Association","Denmark"
"2018","IDA",97.056982,"10%","International Development Association","Denmark"
"2019","IDA",94.633193,"10%","International Development Association","Denmark"
"2020","IDA",169.225202,"21%","International Development Association","Denmark"
"2021","IDA",96.488605,"12%","International Development Association","Denmark"
"2017","MDRI",16.751954,"2%","International Development Association - Multilateral Debt Relief Initiative","Denmark"
"2018","MDRI",17.413663,"2%","International Development Association - Multilateral Debt Relief Initiative","Denmark"
"2019","MDRI",17.8066,"2%","International Development Association - Multilateral Debt Relief Initiative","Denmark"
"2020","MDRI",20.598075,"3%","International Development Association - Multilateral Debt Relief Initiative","Denmark"
"2017","	
Regional Development Banks",50.471329,"6%","Regional Development Banks","Denmark"
"2018","	
Regional Development Banks",33.769701,"4%","Regional Development Banks","Denmark"
"2019","	
Regional Development Banks",85.979844,"8%","Regional Development Banks","Denmark"
"2020","	
Regional Development Banks",39.160445,"4%","Regional Development Banks","Denmark"
"2021","	
Regional Development Banks",38.087403,"5%","Regional Development Banks","Denmark"
"2017","AfDB",0.115907,"0%","African Development Bank","Denmark"
"2018","AfDB",0.115114,"0%","African Development Bank","Denmark"
"2019","AfDB",0.070663,"0%","African Development Bank","Denmark"
"2020","AfDB",11.0191,"1%","African Development Bank","Denmark"
"2021","AfDB",10.721799,"1%","African Development Bank","Denmark"
"2017","African Development Fund",21.150573,"3%","African Development Fund","Denmark"
"2018","African Development Fund",20.177842,"2%","African Development Fund","Denmark"
"2019","African Development Fund",71.674888,"7%","African Development Fund","Denmark"
"2020","African Development Fund",28.137238,"3%","African Development Fund","Denmark"
"2021","African Development Fund",27.365604,"3%","African Development Fund","Denmark"
"2017","ADB",14.571281,"2%","Asian Development Bank","Denmark"
"2019","ADB",0,"0%","Asian Development Bank","Denmark"
"2021","ADB",0,"0%","Asian Development Bank","Denmark"
"2017","AIIB",14.633568,"2%","Asian Infrastructure Investment Bank","Denmark"
"2018","AIIB",13.476745,"2%","Asian Infrastructure Investment Bank","Denmark"
"2019","AIIB",14.234293,"2%","Asian Infrastructure Investment Bank","Denmark"
"2020","AIIB",0.004107,"0%","Asian Infrastructure Investment Bank","Denmark"
"2017","Other multilateral institutions",61.760293,"6%","Other multilateral institutions","Denmark"
"2018","Other multilateral institutions",128.536959,"14%","Other multilateral institutions","Denmark"
"2019","Other multilateral institutions",65.619377,"8%","Other multilateral institutions","Denmark"
"2020","Other multilateral institutions",103.740387,"13%","Other multilateral institutions","Denmark"
"2021","Other multilateral institutions",145.606809,"17%","Other multilateral institutions","Denmark"
"2021","CGIAR Fund",3.037484,"0%","CGIAR Fund","Denmark"
"2018","Gavi",4.236076,"0%","Global Alliance for Vaccines and Immunization","Denmark"
"2019","Gavi",4.191761,"1%","Global Alliance for Vaccines and Immunization","Denmark"
"2017","GEF-Least Developed Countries Fund",10.242711,"1%","Global Environment Facility - Least Developed Countries Fund","Denmark"
"2018","GEF-Least Developed Countries Fund",8.773765,"1%","Global Environment Facility - Least Developed Countries Fund","Denmark"
"2019","GEF-Least Developed Countries Fund",25.150565,"2%","Global Environment Facility - Least Developed Countries Fund","Denmark"
"2020","GEF-Least Developed Countries Fund",34.321952,"4%","Global Environment Facility - Least Developed Countries Fund","Denmark"
"2021","GEF-Least Developed Countries Fund",15.903055,"2%","Global Environment Facility - Least Developed Countries Fund","Denmark"
"2017","GEF Fund",17.071186,"2%","Global Environment Facility Trust Fund","Denmark"
"2018","GEF Fund",76.249375,"9%","Global Environment Facility Trust Fund","Denmark"
"2018","Global Fund",25.433403,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Denmark"
"2019","Global Fund",25.150565,"3%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Denmark"
"2020","Global Fund",20.429734,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Denmark"
"2021","Global Fund",19.878819,"2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Denmark"
"2017","GCF",25.606778,"3%","Green Climate Fund","Denmark"
"2020","GCF",40.042278,"4%","Green Climate Fund","Denmark"
"2021","GCF",88.261955,"10%","Green Climate Fund","Denmark"
"2018","IPCC",0.338886,"0%","Intergovernmental Panel on Climate Change","Denmark"
"2019","IPCC",0.670682,"0%","Intergovernmental Panel on Climate Change","Denmark"
"2021","IPCC",0.318061,"0%","Intergovernmental Panel on Climate Change","Denmark"
