"Year","Sector","Bilateral ODA for","Share","Donor"
"2022","Financial services & business support",37.80365,"2.73%","Belgium"
"2018","Water and sanitation",44.439146,"3.09%","Belgium"
"2019","Water and sanitation",37.922361,"2.99%","Belgium"
"2020","Water and sanitation",26.403857,"2.10%","Belgium"
"2021","Water and sanitation",35.324923,"2.58%","Belgium"
"2022","Water and sanitation",36.555746,"2.64%","Belgium"
"2018","Environmental protection",60.956761,"4.24%","Belgium"
"2019","Environmental protection",48.382815,"3.82%","Belgium"
"2020","Environmental protection",45.096736,"3.59%","Belgium"
"2021","Environmental protection",53.790125,"3.93%","Belgium"
"2022","Environmental protection",24.019894,"1.74%","Belgium"
"2018","Industry, construction & mining",1.952583,"0.14%","Belgium"
"2019","Industry, construction & mining",15.572223,"1.23%","Belgium"
"2020","Industry, construction & mining",40.822646,"3.25%","Belgium"
"2021","Industry, construction & mining",12.779656,"0.93%","Belgium"
"2022","Industry, construction & mining",22.31901,"1.61%","Belgium"
"2018","Infrastructure",17.40132,"1.21%","Belgium"
"2019","Infrastructure",15.093758,"1.19%","Belgium"
"2020","Infrastructure",21.69897,"1.73%","Belgium"
"2021","Infrastructure",17.695798,"1.29%","Belgium"
"2022","Infrastructure",17.718262,"1.28%","Belgium"
"2018","Conflict, peace & security",9.623341,"0.67%","Belgium"
"2019","Conflict, peace & security",10.173137,"0.80%","Belgium"
"2020","Conflict, peace & security",9.753976,"0.78%","Belgium"
"2021","Conflict, peace & security",10.153322,"0.74%","Belgium"
"2022","Conflict, peace & security",8.048565,"0.58%","Belgium"
"2018","Energy",28.183411,"1.96%","Belgium"
"2019","Energy",12.431933,"0.98%","Belgium"
"2020","Energy",24.296439,"1.93%","Belgium"
"2021","Energy",13.042776,"0.95%","Belgium"
"2022","Energy",7.927875,"0.57%","Belgium"
"2018","Debt relief",7.669833,"0.53%","Belgium"
"2019","Debt relief",0,"0.00%","Belgium"
"2020","Debt relief",0,"0.00%","Belgium"
"2021","Debt relief",0,"0.00%","Belgium"
"2022","Debt relief",5.248344,"0.38%","Belgium"
"2018","Trade policy",4.039189,"0.28%","Belgium"
"2019","Trade policy",4.766219,"0.38%","Belgium"
"2020","Trade policy",2.870763,"0.23%","Belgium"
"2021","Trade policy",2.840537,"0.21%","Belgium"
"2022","Trade policy",2.47061,"0.18%","Belgium"
"2018","Food aid and commodity assistance",0,"0.00%","Belgium"
"2019","Food aid and commodity assistance",0,"0.00%","Belgium"
"2020","Food aid and commodity assistance",0,"0.00%","Belgium"
"2021","Food aid and commodity assistance",0,"0.00%","Belgium"
"2022","Food aid and commodity assistance",0,"0.00%","Belgium"
"2018","Tourism",0,"0.00%","Belgium"
"2019","Tourism",0,"0.00%","Belgium"
"2020","Tourism",0,"0.00%","Belgium"
"2021","Tourism",0,"0.00%","Belgium"
"2022","Tourism",0,"0.00%","Belgium"
