"Year","Multi_short","ODA","Share","full name","country"
"2021","Other multilateral institutions",1697.550072,"26%","Other multilateral institutions","United Kingdom"
"2022","Other multilateral institutions",1409.029992,"34%","Other multilateral institutions","United Kingdom"
"2018","CGIAR Fund",8.960499,"0%","CGIAR Fund","United Kingdom"
"2019","CGIAR Fund",48.262754,"1%","CGIAR Fund","United Kingdom"
"2020","CGIAR Fund",34.530653,"0%","CGIAR Fund","United Kingdom"
"2021","CGIAR Fund",28.885832,"0%","CGIAR Fund","United Kingdom"
"2022","CGIAR Fund",24.76323,"1%","CGIAR Fund","United Kingdom"
"2018","Gavi",298.175551,"4%","Global Alliance for Vaccines and Immunization","United Kingdom"
"2019","Gavi",292.501541,"4%","Global Alliance for Vaccines and Immunization","United Kingdom"
"2020","Gavi",276.118995,"4%","Global Alliance for Vaccines and Immunization","United Kingdom"
"2021","Gavi",305.364512,"5%","Global Alliance for Vaccines and Immunization","United Kingdom"
"2018","GEF - Special Climate Change Fund",47.042621,"1%","Global Environment Facility - Special Climate Change Fund","United Kingdom"
"2019","GEF - Special Climate Change Fund",54.844038,"1%","Global Environment Facility - Special Climate Change Fund","United Kingdom"
"2020","GEF - Special Climate Change Fund",51.772312,"1%","Global Environment Facility - Special Climate Change Fund","United Kingdom"
"2018","GEF Fund",34.785943,"0%","Global Environment Facility Trust Fund","United Kingdom"
"2019","GEF Fund",17.926162,"0%","Global Environment Facility Trust Fund","United Kingdom"
"2020","GEF Fund",34.514874,"1%","Global Environment Facility Trust Fund","United Kingdom"
"2021","GEF Fund",85.969739,"1%","Global Environment Facility Trust Fund","United Kingdom"
"2022","GEF Fund",81.997451,"1%","Global Environment Facility Trust Fund","United Kingdom"
"2018","Global Fund",537.629956,"7%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United Kingdom"
"2019","Global Fund",541.127851,"8%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United Kingdom"
"2020","Global Fund",657.163208,"16%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United Kingdom"
"2021","Global Fund",522.696011,"7%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United Kingdom"
"2022","Global Fund",569.390303,"8%","Global Fund to Fight AIDS, Tuberculosis and Malaria","United Kingdom"
"2018","GCF",291.908533,"4%","Green Climate Fund","United Kingdom"
"2020","GCF",621.267739,"10%","Green Climate Fund","United Kingdom"
"2021","GCF",386.427785,"9%","Green Climate Fund","United Kingdom"
"2022","GCF",377.995696,"5%","Green Climate Fund","United Kingdom"
"2020","IPCC",0.158768,"0%","Intergovernmental Panel on Climate Change","United Kingdom"
"2021","IPCC",0.158184,"0%","Intergovernmental Panel on Climate Change","United Kingdom"
"2018","IFFIm",164.39598,"3%","International Finance Facility for Immunisation","United Kingdom"
"2019","IFFIm",174.064084,"4%","International Finance Facility for Immunisation","United Kingdom"
"2020","IFFIm",178.040712,"2%","International Finance Facility for Immunisation","United Kingdom"
"2021","IFFIm",192.601038,"3%","International Finance Facility for Immunisation","United Kingdom"
"2022","IFFIm",297.876158,"4%","International Finance Facility for Immunisation","United Kingdom"
